MFG_DATE,TOOLG_ID,TOOLG_ID_NEXT,WIP_QTY,MOVE_QTY,M,U,PT,UP_TIME,EQP_UTIL,CA,CS
20201101,DGM_AM_350,PK_DUVKrF,0,75,4.33333333333333,0.866666666666667,4210.13725490196,0.89414420672409,0.964586198056261,3635820.8056688,1427079.10968744
20201101,EA_AsherM,PK_DUVKrF,0,25,7.91294298921418,0.376806809010199,1660.781201849,0.997027392970711,0.837179350199288,267171.797924688,388333.460186064
20201101,EB_Asher,PK_DUVKrF,0,125,14.5471035693388,0.484903452311293,2353.75248683441,0.972582661850514,0.950710529260378,419874.28164436,1097463.87020019
20201101,EL_Light,PK_DUVKrF,0,700,3.88288288288288,1.94144144144144,1533.37837837838,0.980550152820228,0.896763129309531,293382.7996724,91445.2373464373
20201101,FC_PadOxi,PK_DUVKrF,0,175,3.62814070351759,0.302345058626466,11241.8894472362,0.894738314655306,0.909255201541099,25885578.3730775,23963506.0786255
20201101,FH_H88,PK_DUVKrF,0,250,4,1,51862.5,1,1,3821486.31884069,0.260869565217391
20201101,FH_HT,PK_DUVKrF,0,475,4.47142857142857,0.235338345864662,26778.5785714286,0.999544220373106,0.937790185366661,127601367.289363,126729262.3463
20201101,FH_HT_LCD,PK_DUVKrF,0,25,3.55555555555556,0.888888888888889,36943.4444444444,0.99808685282949,0.376811006173495,268180016.75,224657506.027778
20201101,FT_TEOS(F),PK_DUVKrF,0,50,1,1,4809,1,0.254679365521564,0,0
20201101,IA_MidCur,PK_DUVKrF,0,200,3.99823425544438,0.142794080551585,922.686286050618,0.966231525952976,0.919970319120802,638869.027455352,457713.178910757
20201101,IBS_HiCur,PK_DUVKrF,0,23,3.08268330733229,0.123307332293292,5013.74414976599,0.934117347411318,0.869832274362818,3338036.10944325,9254028.67818838
20201101,OTHERS,PK_DUVKrF,0,87,0.0338983050847458,0.0112994350282486,511.71186440678,0.666666666666667,0.175911132722052,13533821.7258913,13533821.7258913
20201101,PB_BARC,PK_DUVKrF,0,11186,4.43612903225806,0.492903225806452,1161.63612903226,0.987711349860558,0.800943176297909,172696.887615237,217162.730475952
20201101,PH_DUVArF,PK_DUVKrF,0,20,1.61194029850746,0.146540027137042,4239.25559701493,0.964231436341745,0.878855123227503,1762580.76791394,3035422.43735179
20201101,PK_DUVKrF,,0,43800,2.17714570858283,0.0702305067284785,2996.98652694611,0.984639176951782,0.983239681019524,607231.447363884,544088.21499562
20201101,PU_I-Line,PK_DUVKrF,0,50,1.84806428049671,0.0637263544998866,2843.34842951059,0.993806948290234,0.865406037058863,433271.317707466,576422.807601699
20201101,PW_PIX,PK_DUVKrF,0,1,1.54,0.513333333333333,2866.6,1,0.386274265997296,569485.183673469,498543.632653061
20201101,QA_ADI,PK_DUVKrF,0,800,3.93366434955313,0.327805362462761,140.186494538232,0.947943680343305,0.740181465668589,126090.679479638,133326.693262143
20201101,QA_AEI,PK_DUVKrF,0,855,0.974509803921569,0.974509803921569,5.14117647058824,1,0.0607576178568121,12034.0821104889,12034.0821104889
20201101,QC_CMP,PK_DUVKrF,0,448,0.878363832077503,0.878363832077503,81.4574811625404,1,0.920228535762726,56977.4227780149,56111.509235459
20201101,QC_ET,PK_DUVKrF,0,3286,1.81612903225806,0.302688172043011,206.368387096774,0.986242320397641,0.817055232476358,144882.0192428,142945.161169121
20201101,QC_TF,PK_DUVKrF,0,771,2.03127753303965,0.184661593912695,188.090748898678,0.975556130911785,0.861026227845468,150387.033646175,142676.973691374
20201101,QE_ThkMea,PK_DUVKrF,0,2883,1.83752695902229,0.153127246585191,185.113587347232,0.929091028372079,0.610952013555599,129226.071429384,127254.379894388
20201101,QG_Defect,PK_DUVKrF,0,3235,3.61003163126977,0.361003163126977,267.695436059648,0.877332823932574,0.793597297457789,837824.4108151,848194.951502669
20201101,QGK_2365,PK_DUVKrF,0,609,2.71900826446281,0.90633608815427,413.512396694215,1,0.979398137014413,1160605.08963385,1162678.5813858
20201101,QP_Defect,PK_DUVKrF,0,5478,4.64904862579281,0.357619125060986,162.677378435518,0.973535205648293,0.709523029791314,200613.780232759,200100.94431793
20201101,QPK_PUMA,PK_DUVKrF,0,324,3.63295269168026,0.908238172920065,350.885807504078,0.996237380753913,0.633599698498972,355157.31902995,352846.856219813
20201101,QS_SEM,PK_DUVKrF,0,25,7.685,0.853888888888889,1269.18,1,0.435206346484781,579936.581683417,729896.128241206
20201101,QW_SEM-ET,PK_DUVKrF,0,1299,3.95964360587002,0.282831686133573,683.964884696017,0.956197323330555,0.765295188511582,1244324.05016578,1496069.66473376
20201101,QY_D.PC,PK_DUVKrF,0,350,1.63380281690141,0.204225352112676,48.0281690140845,0.998907393257386,0.268071716190451,9249.39798792757,9214.25633802817
20201101,RAA_RTA,PK_DUVKrF,0,549,6.08205128205128,1.01367521367521,2227.65641025641,0.929240212924643,0.763241589331711,1528219.64329897,622604.133914882
20201101,RAA_Spike,PK_DUVKrF,0,350,2,2,1948.02941176471,1,0.649694359544318,662191.259358289,86948.9991087345
20201101,RD_RTO,PK_DUVKrF,0,50,1,1,1880.83333333333,0.984914791145689,0.598709343740082,193973.062068965,253711.591954023
20201101,RN_RTN_5P/2N,PK_DUVKrF,0,309,8.01754385964912,2.67251461988304,1927.89473684211,0.944891134883147,0.816374665480896,2944703.77433628,649196.342803912
20201101,SC_C/F,PK_DUVKrF,0,50,1.8134328358209,0.906716417910448,1539.77611940299,1,0.959930999351672,335339.873919874,454906.220177309
20201101,SC_M.Jet,PK_DUVKrF,0,5623,35.3141204999067,0.821258616276901,869.814213766088,0.999202243948039,0.968612350974953,66575.5848954723,85195.1714471849
20201101,WA_PreCln,PK_DUVKrF,0,25,4.76733576642336,0.476733576642336,3133.22262773723,0.994695285727517,0.997144945517693,1063377.6096357,38972.6755057836
20201101,WL_Resist,PK_DUVKrF,0,2179,5.37321937321937,0.671652421652422,3098.39316239316,0.941417465499676,0.983677959528632,1025724.75997456,437284.929368302
20201101,WM_PosCln,PK_DUVKrF,0,6445,9.99434389140271,0.62464649321267,3230.782239819,0.980991537001019,0.997633037456869,2063439.11238691,1835840.47151235
20201101,WM_PreCln,PK_DUVKrF,0,50,4.05672268907563,0.811344537815126,2489.56932773109,0.974242845234787,0.987600889826883,537438.264130916,154113.344657231
20201101,WO_SiO2,PK_DUVKrF,0,25,2.49285714285714,0.830952380952381,5171.17142857143,0.897961625142787,0.977678168526819,2945930.54527235,1213854.17183967
20201101,WY_DK,PK_DUVKrF,0,175,1.54945054945055,0.774725274725275,3182.57142857143,0.941876215615449,0.7679751215345,1188596.64078144,1049244.26984127
20201101,XE_Sorter,PK_DUVKrF,0,89,15.987714987715,0.940453822806764,252.348894348894,0.994694877117282,0.572923972409832,13342.3377787624,14152.7076811536
20201102,EA_AsherM,PK_DUVKrF,0,75,7.79169811320755,0.371033243486074,1572.23320754717,1,0.833703819802069,234873.314651998,364874.603428148
20201102,EB_Asher,PK_DUVKrF,25,49,14.2482269503546,0.474940898345154,2368.35756501182,0.957206477107839,0.963580222493317,397847.373231319,1038798.46521181
20201102,EL_Light,PK_DUVKrF,0,400,3.87755102040816,1.93877551020408,1533.63265306122,0.779724692044086,0.951781379223305,345112.305175678,118316.585314538
20201102,FC_PadOxi,PK_DUVKrF,0,200,3.22222222222222,0.268518518518519,11908.1014492754,0.870754993671081,0.898807091039134,23539399.3708081,22967432.8197552
20201102,FH_H88,PK_DUVKrF,275,350,4,1,51862.7272727273,1,0.975556984437043,4113651.94155847,2.87445903959728
20201102,FH_HT,PK_DUVKrF,250,550,4.5,0.236842105263158,25206,0.937054274335464,0.939963884432786,156463613.075393,153116890.43871
20201102,FM_ALD,PK_DUVKrF,0,70,4.6,0.575,12671.8105263158,0.928908203667685,0.909509691147006,27954013.9455767,24452444.1339306
20201102,IA_MidCur,PK_DUVKrF,75,398,3.81635220125786,0.136298292902066,932.305031446541,0.965582370764366,0.887257588785623,861037.145433424,553675.120868312
20201102,OTHERS,PK_DUVKrF,0,25,0.0555555555555556,0.0185185185185185,425.305555555556,0.666666666666667,0.202428915439474,6928645.08841941,6928645.08841941
20201102,PB_BARC,PK_DUVKrF,959,10201,4.35340314136126,0.483711460151251,1101.84293193717,0.953941681331234,0.780955232011694,205373.884725834,266581.264943424
20201102,PK_DUVKrF,,11652,42950,2.15604283528812,0.0695497688802619,2990.43141254462,0.959696465864174,0.983572637978128,661790.716588267,639316.192359687
20201102,PU_I-Line,PK_DUVKrF,50,75,1.81034482758621,0.0624256837098692,2805.90554722639,0.981555780181596,0.869015493127881,518896.608581493,672864.822279783
20201102,QA_ADI,PK_DUVKrF,0,1415,3.96451282051282,0.330376068376068,131.488820512821,0.875868296749097,0.746662436883707,105507.188452637,109016.777213935
20201102,QA_AEI,PK_DUVKrF,0,1342,0.959615384615385,0.959615384615385,10.9663461538462,1,0.132108456052607,47149.6013687347,47149.6013687347
20201102,QC_CMP,PK_DUVKrF,0,607,0.892425905598244,0.892425905598244,88.9560922063666,1,0.968197879858657,69587.0258911232,68395.8486194376
20201102,QC_ET,PK_DUVKrF,0,2880,1.84976836532098,0.308294727553497,200.444076770351,0.993283242258652,0.802017629659077,130871.159452317,125372.460281117
20201102,QC_TF,PK_DUVKrF,28,434,2.01553062985332,0.183230057259393,169.355910267472,0.948108481312149,0.819342964103322,180831.06577523,175029.629423405
20201102,QE_ThkMea,PK_DUVKrF,7,3445,1.91577335375191,0.159647779479326,187.825421133231,0.869230650489333,0.689411650382316,135945.838123485,134992.318924152
20201102,QF_Wet,PK_DUVKrF,0,25,0.96551724137931,0.241379310344828,0,0.917436556450866,0.513146022752368,0,0
20201102,QG_Defect,PK_DUVKrF,199,4012,3.36964285714286,0.336964285714286,245.507589285714,0.872976289710105,0.779742173112339,766946.598461526,768983.672117455
20201102,QGK_2365,PK_DUVKrF,25,326,2.71735241502683,0.905784138342278,328.121645796064,0.967834429316786,0.922492926676049,697851.278620937,694070.476215208
20201102,QP_Defect,PK_DUVKrF,0,5015,4.62478411053541,0.355752623887339,154.551597582038,0.903120346819986,0.738099850725572,205664.563796619,205105.076585657
20201102,QPK_PUMA,PK_DUVKrF,0,512,3.58178752107926,0.895446880269814,448.131534569983,1,0.813691852286766,655073.175584522,653070.242804567
20201102,QS_SEM,PK_DUVKrF,25,50,7.59677419354839,0.844086021505376,1237.56451612903,1,0.394170646866723,360988.215402499,544264.322842197
20201102,QW_SEM-ET,PK_DUVKrF,50,1496,3.57135016465423,0.255096440332445,707.896816684962,0.890994026118366,0.824205157937085,1233360.58078244,1483158.30346048
20201102,QY_D.PC,PK_DUVKrF,0,275,1.48648648648649,0.185810810810811,59.1351351351351,0.997060815504307,0.294531050345004,10539.0840840841,10528.6201201201
20201102,RAA_RTA,PK_DUVKrF,75,400,5.89333333333333,1.17866666666667,2088.02666666667,0.695371110030564,0.881105223188625,1177134.07498881,476021.341565995
20201102,RAA_Spike,PK_DUVKrF,125,350,2,2,2122.53488372093,0.917025562656293,0.979648777285409,454530.778516057,75909.0166112958
20201102,RD_RTO,PK_DUVKrF,0,25,1,1,1709.15,1,0.758636658331018,93794.8147435899,61877.6179487178
20201102,RN_RTN_5P/2N,PK_DUVKrF,75,492,8.2755905511811,2.75853018372703,1871.96062992126,0.931917816677472,0.852398275676437,2151757.13435821,308535.117485314
20201102,SC_C/F,PK_DUVKrF,0,104,1.87591240875912,0.937956204379562,1434.29927007299,1,0.927450912290451,356559.526191498,474824.75536711
20201102,SC_M.Jet,PK_DUVKrF,500,6116,35.6218644702359,0.828415452796183,872.89779108948,0.999563563091384,0.96844699878547,58144.8413873211,77476.2820059792
20201102,WL_Resist,PK_DUVKrF,152,1860,5.28251121076233,0.660313901345291,3050.97458893871,0.963301437899416,0.964145058367634,935046.447866598,369394.111628761
20201102,WM_PosCln,PK_DUVKrF,627,5890,9.80058823529412,0.612536764705882,2979.23529411765,0.982508885570066,0.979479703886398,1383105.16936468,863209.976387494
20201102,WM_PreCln,PK_DUVKrF,0,25,3.58823529411765,0.717647058823529,2386.74579831933,1,0.985085192080357,480553.57236621,172855.05735073
