MFG_DATE,TOOLG_ID,IS_HOLIDAY,M_NUM,UP_TIME,C_UP_TIME,LOT_SIZE,C_LOT_SIZE,EQP_UTIL,C_EQP_UTIL,EQP_AVAIL_RATE,TC,PROCESS_TIME,PROCESS_JOBTIME,INLINE_CT_BY_LOT,INLINE_CT_BY_WAFER,WIP_QTY,NO_HOLD_QTY,MOVE_QTY,ARRIVAL_WIP_QTY,RUN_WIP,RUN_WIP_RATIO,CLOSE_WIP_QTY,MANAGEMENT_WIP_QTY,C_TC,C_CLOSE_WIP,C_TOOLG_LOADING,C_TOOL_LOADING,DISPATCHING,HOLD_RATE,ENG_LOT_RATE,HOT_LOT_RATE,BACKUP_BY_RATE,BACKUP_FOR_RATE,REWORK_LOT_RATE,QUE_LOT_RATE,SAMPLING_RATE,NUM_RECIPE,CHANGE_RECIPE,BATCH_SIZE
20200124,PW_PIX,1.0000,3.0,0.962111388966071,0.120672856201053,22.0845070422535,0.187949341837804,0.635282983000392,0.515814303745091,0.497652582159624,0.650682367149758,1.68683098591549,0.941584507042253,0.281416112415232,0.305108219068878,108.000,100.000,1568,1718,75.000,1.44,700,NULL,2.94944989041582,15.8802913845209,NULL,NULL,NULL,0.074074,0.00255102040816327,0.03125,0,0.64859693877551,0.00191326530612245,0.111607142857143,0,17,0.605633802816,NULL
20200124,XE_Sorter,1.0000,15.0,0.995261029298262,0.113505885595827,22.598544973545,0.18485625723734,0.667692577093768,0.489426341624124,0.890564373897707,0.0843945868945869,0.0675044091710758,0.0662022339800118,0.0510604362629826,0.0461225236108537,2913.000,2016.000,34169,33916,150.000,19.42,28855,NULL,21.9237758694431,0.419934993989017,NULL,NULL,NULL,0.307929,0.0170622494073575,0.0349439550469724,0.00831162749860985,0.0542597090930375,0.0105943984313266,0.152799321021979,0,2,0.328286304198,NULL
20200125,MA_Alps,1.0000,4.0,1,0.112401033488256,23.453125,0.18187526765565,0.833775241578259,0.394549717441659,0.671503957783641,1.16845410628019,2.58256962767517,2.58167106420405,0.140972191683768,0.1416343656698,225.000,225.000,1501,1451,75.000,3,1229,NULL,1.60059144421598,9.26786077951835,NULL,NULL,NULL,0,0,0.0799467021985343,0.016655562958028,0.307794803464357,0,0.675549633577615,0,11,0.546875,NULL
20200125,PK_DUVKrF,1.0000,30.0,0.990934596029761,0.112656640204162,21.4824882383691,0.19818140371796,0.969119347423016,0.339031584328155,0.0649067781843527,0.398663385225885,1.18808009525469,0.801345182087472,0.397924362548644,0.407191682562149,17341.000,16188.000,41096,39316,2130.000,8.141314,32762,NULL,4.65603950898073,0.346341963461529,NULL,NULL,NULL,0.066489,0.0122639672960872,0.0346992408020245,0,0.0230436052170528,0.0293459217442087,0.290466225423399,0,585,0.679038159958,NULL
20200125,PW_PIX,1.0000,3.0,0.961270105893612,0.11594804966573,20.491935483871,0.207955762464944,0.949337235740893,0.345908598677682,0.56989247311828,0.604087301587302,1.76609094982079,0.875996863799283,0.301494082287933,0.332537815018876,258.000,250.000,2541,2541,100.000,2.58,1126,NULL,3.06551906289244,10.0697468271679,NULL,NULL,NULL,0.031007,0,0.0196772924045651,0,0.490751672569854,0.00550964187327824,0.213695395513577,0,22,0.701612903225,NULL
20200125,XE_Sorter,1.0000,15.0,0.982166342502547,0.110497551124294,22.5487274984482,0.187390784539994,0.656306338446902,0.49904861229898,0.870101386302504,0.0845917508417508,0.067298606800469,0.0660331747017036,0.0735287060027128,0.0641576179493924,2660.000,1709.000,36326,35601,175.000,15.2,31897,NULL,21.2949985918043,0.380293019258618,NULL,NULL,NULL,0.357518,0.0109288113197159,0.0334195892748995,0.0034410614986511,0.079750041292738,0.0155811264658922,0.16214281781644,0,2,0.322834645669,NULL
20200126,MA_Alps,1.0000,4.0,0.928487079744373,0.117300980802982,23.0806451612903,0.182778626488814,0.846637106273762,0.386527931567049,0.677464788732394,1.28601449275362,2.11317762128325,2.11236697965571,0.122483861502347,0.127977238463131,175.000,175.000,1431,1402,75.000,2.333333,1176,NULL,1.46299665579482,9.80425881535195,NULL,NULL,NULL,0,0.00419287211740042,0.0335429769392034,0.0691823899371069,0.103424178895877,0,0.827393431167016,0,12,0.451612903225,NULL
20200126,PK_DUVKrF,1.0000,30.0,0.994292396035936,0.109024784371876,22.233280674039,0.188929645867104,0.973526386673342,0.336383663173266,0.0642969984202212,0.39261088784699,1.22898850272073,0.814069246972091,0.364966307803327,0.377719144775682,15561.000,14100.000,42221,39957,2315.000,6.721814,31550,NULL,4.76386041766035,0.364246986926897,NULL,NULL,NULL,0.093888,0.00855024750716468,0.0329930603254305,0.000378958338267687,0.0305298311266905,0.0238033206224391,0.272115771772341,0,551,0.673512374934,NULL
20200126,PW_PIX,1.0000,3.0,1,0.108573344745865,23.0891089108911,0.182195955111059,0.827491744948995,0.395515411229192,0.557755775577558,0.622569444444444,1.81766776677668,0.967464246424642,0.810101072607261,0.860058768701163,258.000,225.000,2332,2473,100.000,2.58,1433,NULL,2.99865690253433,8.014394745116,NULL,NULL,NULL,0.127906,0,0,0,0.566895368782161,0.00128644939965695,0.107204116638079,0,17,0.643564356435,NULL
20200126,XE_Sorter,1.0000,15.0,0.983204439504801,0.108494381712916,22.6525252525253,0.186143893965245,0.666610246172634,0.490572791893062,0.847407407407407,0.0982840501792115,0.0703958099513655,0.0688789749345305,0.0763091485846115,0.064585040938483,1935.000,994.000,33639,33712,200.000,9.675,31200,NULL,18.5924824213875,0.387612656203297,NULL,NULL,NULL,0.486304,0.015279883468593,0.0442938256190731,0.00410238116471952,0.0933737625969856,0.0173905288504415,0.159606409227385,0,2,0.340636042402,NULL
20200127,MA_Alps,1.0000,4.0,0.950865981291099,0.112513621952883,24.0779220779221,0.17049775512604,0.878880048959608,0.372618633763982,0.543529411764706,1.19504789272031,2.42990849673203,2.42899934640523,0.145949346405229,0.146294417226018,146.000,146.000,1854,1733,96.000,1.520833,833,NULL,1.61970177807836,13.9165017999076,NULL,NULL,NULL,0,0,0,0.121359223300971,0.38403451995685,0,0.494606256742179,0,16,0.38961038961,NULL
20200127,PK_DUVKrF,1.0000,30.0,0.981607931215461,0.108656027620606,21.4124047878128,0.192163549031861,0.954153154105899,0.342918714900558,0.0635654697134567,0.397750368188513,1.20604023092734,0.80806477451336,0.36369183366582,0.370817257086782,13297.000,12049.000,39356,38114,2106.000,6.313865,32323,NULL,4.84126548046488,0.357654794966577,NULL,NULL,NULL,0.093855,0.0128315885760748,0.0391808110580344,0,0.0320916759833316,0.0261459497916455,0.265677406240472,0,565,0.694232861806,NULL
20200127,PW_PIX,1.0000,3.0,0.976305146491309,0.109111201243407,22.0161290322581,0.186832364432113,0.980050437174886,0.333703951771527,0.551075268817204,0.588917297979798,1.68349686379928,0.891462813620072,0.634224817054958,0.690215027642111,399.000,270.000,2730,2771,124.000,3.217741,1229,NULL,3.26515052376566,9.40125445594289,NULL,NULL,NULL,0.323308,0,0.0457875457875458,0,0.540659340659341,0.0102564102564103,0.120512820512821,0,26,0.74193548387,NULL
20200127,XE_Sorter,1.0000,15.0,0.980757772220679,0.108264142489091,22.82982791587,0.178241734146887,0.670968850938629,0.486619326626744,0.814743998300404,0.0901930320150659,0.0690517668720346,0.0673532327738829,0.120908361955008,0.112135786636371,2008.000,1294.000,35820,36707,125.000,16.064,31007,NULL,20.9403221887725,0.389320179572034,NULL,NULL,NULL,0.355577,0.0156616415410385,0.0379396984924623,0.0116136236739252,0.127163595756561,0.0146845337800112,0.162674483528755,0,2,0.32813559322,NULL
20200128,MA_Alps,1.0000,4.0,0.80488503751042,0.133763387109579,22.7906976744186,0.1769704774293,0.616071227741331,0.530240511300389,0.348076923076923,1.11842171717172,2.17449038461538,2.17356837606838,0.120712962962963,0.12157740457294,25.000,25.000,980,955,25.000,1,227,NULL,1.71875166503908,51.2686842444954,NULL,NULL,NULL,0,0,0,0,0.883673469387755,0,0.116326530612245,0,9,0.488372093023,NULL
20200128,PK_DUVKrF,1.0000,30.0,0.986155104813065,0.108804942882222,22.0402392604676,0.182294372094541,0.959756265545487,0.339966948733186,0.0635127786840674,0.398250898577903,1.20622273578636,0.810404507280527,0.302634011288341,0.299517815256167,12055.000,10543.000,40532,38755,2100.000,5.740476,32577,NULL,4.80681866875049,0.35638688756947,NULL,NULL,NULL,0.125425,0.0162340866475871,0.0412266850883253,0.000394749827296951,0.0176650547715385,0.0245238330208231,0.290387841705319,0,570,0.705818379554,NULL
20200128,PW_PIX,1.0000,3.0,0.980052329350746,0.109349691044654,22.4384615384615,0.178895086210059,0.996030855374293,0.327531147625934,0.566666666666667,0.613239041794088,1.98498504273504,0.927138888888889,0.567359597578348,0.585362430801559,440.000,407.000,2917,3292,100.000,4.4,1607,NULL,3.11761143272906,7.22035919127429,NULL,NULL,NULL,0.075,0,0.0171408981830648,0,0.492629413781282,0.0113129928008228,0.0877613986972917,0,21,0.630769230769,NULL
20200128,XE_Sorter,1.0000,15.0,0.981573585255163,0.107749575286154,22.6419518377693,0.17605831342933,0.667357979874158,0.488006041949266,0.865145754119138,0.0864343434343434,0.0677746092099704,0.0654458879031122,0.0752093528493639,0.0635249555423906,2895.000,2098.000,35729,34976,200.000,14.475,32629,NULL,21.7905801617142,0.36875068215486,NULL,NULL,NULL,0.275302,0.00987992946905875,0.0380363290324386,0.00932016009404125,0.0690195639396569,0.020095720563128,0.16001007584875,0,2,0.332887700534,NULL
20200129,MA_Alps,1.0000,4.0,0.986683222191349,0.106490181620588,24,0.165164365269044,0.122816192197007,2.65199462796643,0.571428571428571,1.24666666666667,1.76813492063492,1.76714285714286,0.131160714285714,0.131160714285714,0.000,0.000,168,243,0.000,0,283,NULL,1.56586757801168,41.1614933663392,NULL,NULL,NULL,0,0,0,0,0.428571428571429,0,0.571428571428571,0,4,0.714285714285,NULL
20200129,PK_DUVKrF,1.0000,30.0,0.978226204809978,0.107252848901543,21.8574585635359,0.1814323244041,0.95370864955749,0.341583601443586,0.0651381215469613,0.399992903487429,1.20433839779006,0.804266267648864,0.268926597350113,0.26617158229839,10278.000,8900.000,39562,38164,2107.000,4.878025,32510,NULL,4.86266245150682,0.357561410113483,NULL,NULL,NULL,0.134072,0.0136241848238208,0.0384207067387898,0,0.0184014963854204,0.0219907992518073,0.324402204135281,0,551,0.734806629834,NULL
20200129,PW_PIX,1.0000,3.0,0.938887345250224,0.111644573002935,23.2479338842975,0.1704333226772,0.995705303805406,0.327123433975595,0.578512396694215,0.589397689768977,2.05774334251607,0.92362258953168,0.711295913682277,0.726433547616226,815.000,757.000,2813,2437,257.000,3.171206,1003,NULL,3.29623496673337,11.5842755214865,NULL,NULL,NULL,0.071165,0,0,0,0.515463917525773,0.018485602559545,0.109491645929613,0,19,0.479338842975,NULL
20200129,XE_Sorter,1.0000,15.0,0.990828470871538,0.104999428316404,23.1295238095238,0.170030247854723,0.65886558709944,0.494612504034582,0.873058201058201,0.086371158392435,0.0678024691358025,0.0665393298059965,0.0651113021751911,0.060447616647502,2142.000,1277.000,36429,36636,100.000,21.42,32850,NULL,22.196527453566,0.365015200469979,NULL,NULL,NULL,0.403828,0.0121606412473579,0.034066265887068,0.0175958714211205,0.0697795712207307,0.0107057564028658,0.170441132065113,0,2,0.328031809145,NULL
20200130,MA_Alps,0.9499,4.0,0.531183430582569,0.197645459642754,22.2083333333333,0.176423666019647,0.646519791591688,0.504622913765538,0.814814814814815,1.33481336805556,1.97898353909465,1.97817901234568,0.136212362825789,0.140311392537002,75.000,75.000,533,536,25.000,3,556,NULL,1.47072868419362,20.956923618307,NULL,NULL,NULL,0,0,0.193245778611632,0.0469043151969981,0.0450281425891182,0,0.908067542213884,0,8,0.666666666666,NULL
20200130,PK_DUVKrF,0.9499,30.0,0.975849001265784,0.108704476394633,21.9264790350373,0.179023223646536,0.920092474467097,0.354611641726552,0.0650583955581084,0.39573619503189,1.16121816963431,0.793447571638267,0.258420680696492,0.241487861866425,8880.000,7638.000,38174,39932,1932.000,4.596273,34804,NULL,4.94477720153482,0.334221506472862,NULL,NULL,NULL,0.139864,0.0151673914182428,0.0362288468591188,0,0,0.0204065594383612,0.298003876984335,0,545,0.709362435381,NULL
20200130,PW_PIX,0.9499,3.0,0.991100923095922,0.106942085562504,21.8846153846154,0.179238978136901,0.995825902765339,0.327547041172612,0.412820512820513,0.625475768321513,2.01426923076923,0.962339743589744,1.00838292378917,0.993555555555556,439.000,431.000,2845,2593,50.000,8.78,215,NULL,3.12536099290909,54.0898276451071,NULL,NULL,NULL,0.018223,0,0,0,0.869947275922671,0.0636203866432337,0.0411247803163445,0,24,0.546153846153,NULL
20200130,XE_Sorter,0.9499,15.0,0.980511561853601,0.107796446928189,22.7731888964116,0.171282624213143,0.654697535497939,0.498232154438503,0.863371699390657,0.0864055555555556,0.0650299029564432,0.0646174678402167,0.0870434705609469,0.0728683536130821,2349.000,1443.000,33636,33249,100.000,23.49,30706,NULL,22.3564264514425,0.390055357511232,NULL,NULL,NULL,0.385696,0.012100130812225,0.0279759781186824,0.00865144488048519,0.083363063384469,0.0165001783803068,0.173028897609704,0,2,0.307359307359,NULL
20200131,MA_Alps,0.9499,4.0,0.848612461794943,0.125186026676507,23.16,0.170443705416891,0.449886648582312,0.724859606442641,0.771523178807947,1.37272411616162,1.97510301692421,1.97431383370125,0.136580895879323,0.14451644757884,78.000,78.000,579,579,50.000,1.56,933,NULL,1.43037266872657,12.5049015342655,NULL,NULL,NULL,0,0,0,0,0,0,1,0,7,0.48,NULL
20200131,PK_DUVKrF,0.9499,30.0,0.973598762001791,0.109757417292039,21.757331799885,0.181176938178772,0.943377514549915,0.345799449307995,0.0644431665708261,0.410566581849025,1.19976327391221,0.808863171682321,0.257504286201095,0.26709208914056,10638.000,9291.000,37836,36781,1862.000,5.713211,32753,NULL,4.76917031447816,0.355613721596211,NULL,NULL,NULL,0.126621,0.0131620678718681,0.0357067343270959,0,0.00594671741198858,0.0150650174437044,0.291521302463263,0,530,0.723404255319,NULL
20200131,PW_PIX,0.9499,3.0,0.964789602049952,0.110679555366187,19.8448275862069,0.198536976101032,0.511461660210249,0.637439592339177,0.505747126436782,0.607474747474748,1.23931034482759,0.803745210727969,0.559188817049809,0.578925401020047,187.000,179.000,1151,997,77.000,2.428571,416,NULL,3.22031035893089,27.9903701874399,NULL,NULL,NULL,0.04278,0.00173761946133797,0.0651607298001738,0,0.525629887054735,0.00868809730668984,0.0799304952215465,0,30,0.879310344827,NULL
20200131,XE_Sorter,0.9499,15.0,0.968142385230465,0.109785486505085,22.7508111615834,0.173897949435049,0.657997281966342,0.494990887827758,0.846982478909799,0.0772163120567376,0.0659795226764727,0.0655701564640565,0.0621539945201529,0.0529796616655733,1962.000,940.000,35059,34758,50.000,39.24,29457,NULL,25.0775750443545,0.406354700447533,NULL,NULL,NULL,0.520897,0.0160586440001141,0.0252146381813514,0.0071593599361077,0.104452494366639,0.0244730311760176,0.179982315525257,0,2,0.309704060564,NULL
20200201,MA_Alps,1.0000,4.0,0.967670417708623,0.110072417362281,22.6153846153846,0.17453626671211,0.336663407582373,0.967202377642974,0.802721088435374,1.29749444444444,1.85917800453515,1.8584089191232,0.127716285588309,0.128491807602671,78.000,78.000,588,510,25.000,3.12,660,NULL,1.50730239623865,17.7177187826482,NULL,NULL,NULL,0,0.022108843537415,0.0629251700680272,0.127551020408163,0.0884353741496599,0,0.784013605442177,0,11,0.461538461538,NULL
20200201,PK_DUVKrF,1.0000,30.0,0.979848569046958,0.108909962266045,22.1779898933184,0.178214410789376,0.951812913587774,0.342093463932174,0.0653191091147295,0.403033173461231,1.17067128329902,0.795993043858007,0.218070106005781,0.222060716433984,9583.000,8364.000,39499,41575,2158.000,4.440685,33526,NULL,4.83984928122367,0.348264972011143,NULL,NULL,NULL,0.127204,0.0139244031494468,0.0351907643231474,0,0.00321527127269045,0.0167852350692423,0.290918757436897,0,542,0.748455923638,NULL
20200201,PW_PIX,1.0000,3.0,0.634400759470223,0.168285889103124,21.1111111111111,0.187072314100444,0.425223241740671,0.765292080796217,0.490740740740741,0.523961352657005,1.44588734567901,0.806103395061728,0.478761252572016,0.449285240009747,33.000,25.000,760,935,25.000,1.32,589,NULL,3.71972324424602,19.8189220838926,NULL,NULL,NULL,0.242424,0,0.0355263157894737,0,0.694736842105263,0.00263157894736842,0.0657894736842105,0,15,0.75,NULL
