STOCK_EVENT_TIME,PART_NO,CATEGORY,PUT_ON_SERIAL,REPLACE_SERIAL,EQP_NO,CHAMBER_NO,LAYER,PUT_ON_STATUS,REPLACE_STATUS,KIND,FAB,QTY
2016/8/2 18:09,85-EKA0270,GE,NULL,NULL,EKA53,eMaxC,1F,備品,廠外清洗,PM,P2,1
2016/8/2 18:09,85-EKA0190,GE,NULL,NULL,EKA53,eMaxC,1F,備品,廠外清洗,PM,P2,5
2016/8/2 18:32,85-ECT0010,GE,63287HC-02031,63287HC-02031,EHT09,PM2,DK40 7F,clean,廠內清洗,PM,P1,1
2016/8/2 21:11,85-ECT0010,GE,64275HC-02031,64275HC-02031,ECT65,PM1,1B,clean,廠內清洗,PM,P2,1
2016/8/2 21:39,85-ECT0010,GE,63299HC-02231,63299HC-02231,ECT15,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/3 05:58,85-ECT0010,GE,64512HC-02031,64512HC-02031,ECT65,PM2,1C,clean,廠內清洗,PM,P2,1
2016/8/3 06:15,85-ECT0010,GE,64515HC-02031,64515HC-02031,ECT13,PM2,1C,clean,廠內清洗,PM,P1,1
2016/8/3 14:22,85-EKA0190,GE,NULL,NULL,EHA04,eMaxB,F68 Normal PI,備品,廠外清洗,PM,P1,4
2016/8/3 14:22,85-EKA0270,GE,NULL,NULL,EHA04,eMaxB,F68 Normal PI,備品,廠外清洗,PM,P1,1
2016/8/3 14:40,85-EKA0190,GE,NULL,NULL,EKA53,eMaxB, ,備品,廠外清洗,TS,P2,1
2016/8/3 14:53,85-EKA0270,GE,NULL,MII-503-0072,EKA53,eMaxB, ,備品,廠外清洗,TS,P2,1
2016/8/3 16:24,85-ECT0010,GE,64504HC-02031,64504HC-02031,EHT05,PM1,1C,clean,廠內清洗,PM,P1,1
2016/8/3 19:20,85-ECT0010,GE,63259HC-02031,63286HC-02031,ECT15,PM2,LCD 1C,備品,待報廢,PM,P1,1
2016/8/3 19:20,85-ECT0010,GE,64521HC-02031,63284HC-02031,ECT17,PM2,LCD 1C,備品,待報廢,PM,P1,1
2016/8/3 22:07,85-ECT0010,GE,64584HC-02031,64520HC-02031,ECT61,PM1,F63 2B SAC,新品,備品,PM,P2,1
2016/8/4 01:27,85-EKA0270,GE,NULL,MII-294-0206,EHA02,eMaxC,DK_PI,備品,廠外清洗,PM,P1,1
2016/8/4 06:41,85-ECT0010,GE,63295HC-02031,62258HC-02031,ECT69,PM2,F68 1C,備品,待報廢,PM,P2,1
2016/8/4 15:49,85-EKA0190,GE,NULL,NULL,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,5
2016/8/4 15:49,85-EKA0270,GE,NULL,NULL,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,1
2016/8/4 16:03,85-ECT0010,GE,64253HC-02031,64253HC-02031,ECT14,PM1,DK40 4N,clean,廠內清洗,PM,P1,1
2016/8/4 17:46,85-EKA0270,GE,NULL,MII-294-0185,EHA05,eMaxB,PV,clean,廠內清洗,PM,P1,1
2016/8/4 18:28,85-EKA0190,GE,NULL,NULL,EHA04,eMaxA,F68 Normal PI,備品,廠外清洗,PM,P1,4
2016/8/4 18:29,85-EKA0270,GE,NULL,NULL,EHA04,eMaxA,F68 Normal PI,備品,廠外清洗,PM,P1,1
2016/8/5 00:25,85-EKA0190,GE,NULL,NULL,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,5
2016/8/5 00:25,85-ECT0010,GE,64501HC-02031,64501HC-02031,EHT06,PM2,CIS 5E,clean,廠內清洗,PM,P1,1
2016/8/5 00:26,85-EKA0270,GE,NULL,NULL,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,1
2016/8/5 20:42,85-ECT0010,GE,64513HC-02031,64513HC-02031,ECT18,PM1,C4F8 1T,clean,廠內清洗,PM,P1,1
2016/8/6 00:13,85-ECT0010,GE,64520HC-02031,63276HC-02031,EHT02,PM2,LCD 1C,備品,待報廢,PM,P1,1
2016/8/6 09:45,85-ECT0010,GE,63297HC-02031,64501HC-02031,EHT06,PM2,JX 5E,備品,待報廢,PM,P1,1
2016/8/6 13:02,85-ECT0010,GE,64278HC-02031,64278HC-02031,ECT12,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/6 13:33,85-EKA0190,GE,NULL,NULL,EKA03,eMaxB,SP,備品,廠外清洗,PM,P1,5
2016/8/6 13:34,85-EKA0270,GE,NULL,NULL,EKA03,eMaxB,SP,備品,廠外清洗,PM,P1,1
2016/8/7 00:41,85-EKA0270,GE,NULL,NULL,EKA03,eMaxB,SP,clean,廠內清洗,PM,P1,1
2016/8/7 00:41,85-EKA0190,GE,NULL,NULL,EKA03,eMaxB,SP,clean,廠內清洗,PM,P1,5
2016/8/7 10:33,85-ECT0010,GE,64275HC-02031,64275HC-02031,ECT65,PM1,1B,clean,廠內清洗,PM,P2,1
2016/8/7 11:24,85-ECT0010,GE,64514HC-02031,64514HC-02031,ECT19,PM2,C4F8 1T,clean,廠內清洗,PM,P1,1
2016/8/7 13:44,85-ECT0010,GE,64255HC-02031,64255HC-02031,ECT13,PM1,1C,clean,廠內清洗,PM,P1,1
2016/8/7 19:21,85-ECT0010,GE,54BE7MM-02011,54BE7MM-02011,ECT16,PM1,BS SiN,clean,廠內清洗,PM,P1,1
2016/8/8 02:06,85-ECT0010,GE,64251HC-02031,64251HC-02031,ECT66,PM3,LCD 1C,clean,廠內清洗,PM,P2,1
2016/8/8 02:57,85-ECT0010,GE,63270HC-02031,63270HC-02031,ECT69,PM1,F68 1C,clean,廠內清洗,PM,P2,1
2016/8/8 05:40,85-ECT0010,GE,64585HC-02031,64276HC-02031,ECT62,PM1,LCD 1C,新品,備品,PM,P2,1
2016/8/8 12:13,85-EKA0270,GE,MII-204-0185,NULL,EHA05,eMaxC,PV,備品,廠外清洗,PM,P1,1
2016/8/8 18:45,85-EKA0190,GE,NULL,NULL,EKA04,eMaxB,F68 CP,備品,廠外清洗,PM,P1,5
2016/8/8 18:46,85-EKA0270,GE,MII-503-0105,NULL,EKA04,eMaxB,F68 CP,備品,廠外清洗,PM,P1,1
2016/8/8 19:30,85-ECT0010,GE,55C73MM-02011,55C73MM-02011,EHT03,PM1,1C,clean,廠內清洗,PM,P1,1
2016/8/8 20:12,85-EKA0270,GE,NULL,NULL,EHA03,eMaxC,2N,備品,廠外清洗,PM,P1,1
2016/8/8 20:12,85-EKA0190,GE,NULL,NULL,EHA03,eMaxC,2N,備品,廠外清洗,PM,P1,5
2016/8/8 22:02,85-ECT0010,GE,63265HC-02031,63265HC-02031,ECT17,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/9 00:52,85-ECT0010,GE,64567HC-02031,63283HC-02031,ECT70,PM2,1F,新品,備品,PM,P2,1
2016/8/9 02:02,85-ECT0010,GE,64276HC-02031,63291HC-02031,ECT63,PM2,F68 1C,備品,待報廢,PM,P2,1
2016/8/9 03:25,85-EKA0270,GE,NULL,NULL,EHA02,eMaxB,DK_PI,備品,廠外清洗,PM,P1,1
2016/8/9 04:11,85-ECT0010,GE,64571HC-02031,63297HC-02031,EHT06,PM2,JX 5E,新品,待報廢,PM,P1,1
2016/8/9 09:24,85-ECT0010,GE,63283HC-02031,64277HC-02031,ECT11,PM2,LCD 1C,備品,備品,PM,P1,1
2016/8/9 17:46,85-EKA0270,GE,NULL,NULL,EKA01,eMaxC,1F,備品,廠外清洗,PM,P1,1
2016/8/9 17:46,85-EKA0190,GE,NULL,NULL,EKA01,eMaxC,1F,備品,廠外清洗,PM,P1,5
2016/8/9 18:32,85-ECT0010,GE,64277HC-02031,62324HC-02031,ECT70,PM1,F68 1C,備品,待報廢,PM,P2,1
2016/8/10 01:14,85-ECT0010,GE,63267HC-02031,62331HC-02031,ECT18,PM2,LCD 1C,備品,備品,PM,P1,1
2016/8/10 09:28,85-EKA0190,GE,NULL,NULL,EKA03,eMaxA,1F,備品,廠外清洗,PM,P1,5
2016/8/10 09:28,85-EKA0270,GE,NULL,NULL,EKA03,eMaxA,1F,備品,廠外清洗,PM,P1,1
2016/8/10 17:17,85-EKA0270,GE,NULL,MII-064-0128,EHA02,eMaxA,DK_PI,備品,廠外清洗,PM,P1,1
2016/8/10 17:48,85-ECT0010,GE,64576HC-02031,64576HC-02031,ECT12,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/10 21:04,85-EKA0190,GE,NULL,NULL,EKA03,eMaxC,SP,備品,廠外清洗,PM,P1,5
2016/8/10 21:04,85-EKA0270,GE,NULL,NULL,EKA03,eMaxC,SP,備品,廠外清洗,PM,P1,1
2016/8/11 01:02,85-ECT0010,GE,64578HC-02031,64530HC-02031,EHT07,PM1,LCD 1C,新品,備品,PM,P1,1
2016/8/11 01:17,85-ECT0010,GE,64570HC-02031,63292HC-02031,ECT62,PM2,F38 1T,新品,備品,PM,P2,1
2016/8/11 02:10,85-EKA0270,GE,NULL,NULL,EHA06,eMaxC,PV,備品,廠外清洗,PM,P1,1
2016/8/11 07:19,85-ECT0010,GE,62331HC-02031,62329HC-02031,EHT01,PM1,LCD 1C,備品,待報廢,PM,P1,1
2016/8/11 09:03,85-EKA0270,GE,NULL,NULL,EKA53,eMaxB,2N,備品,廠外清洗,PM,P2,1
2016/8/11 09:03,85-EKA0190,GE,NULL,NULL,EKA53,eMaxB,2N,備品,廠外清洗,PM,P2,5
2016/8/11 12:06,85-ECT0010,GE,64510HC-02031,63268HC-02031,EHT51,PM3,MX 1T,備品,待報廢,PM,P2,1
2016/8/11 18:51,85-ECT0010,GE,65282HC-02031,63266HC-02031,EHT06,PM1,LCD 1C,新品,備品,PM,P1,1
2016/8/11 18:53,85-EKA0190,GE,NULL,NULL,EHA05,eMaxA,MX 3E,備品,廠外清洗,PM,P1,5
2016/8/11 18:53,85-EKA0270,GE,NULL,NULL,EHA05,eMaxA,MX 3E,備品,廠外清洗,PM,P1,1
2016/8/11 19:40,85-EKA0270,GE,NULL,MII-044-0152,EHA03,eMaxA,F68 CT PI,備品,廠外清洗,PM,P1,1
2016/8/11 20:17,85-EKA0190,GE,NULL,NULL,EKA53,eMaxA,1F,備品,廠外清洗,PM,P2,5
2016/8/11 20:17,85-EKA0270,GE,NULL,NULL,EKA53,eMaxA,1F,備品,廠外清洗,PM,P2,1
2016/8/11 23:09,85-ECT0010,GE,64568HC-02031,64254HC-02031,ECT66,PM1,LCD 1C,新品,備品,PM,P2,1
2016/8/11 23:21,85-ECT0010,GE,64254HC-02031,64507HC-02031,EHT03,PM2,1C,備品,待報廢,PM,P1,1
2016/8/12 07:14,85-ECT0010,GE,65278HC-02031,64505HC-02031,ECT63,PM1,1C,新品,備品,PM,P2,1
2016/8/12 17:37,85-ECT0010,GE,64505HC-02031,5Y846HC-02031,ECT14,PM2,LCD 1C,備品,待報廢,PM,P1,1
2016/8/12 18:14,85-EKA0270,GE,MII-503-0127,NULL,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,1
2016/8/12 18:14,85-EKA0190,GE,NULL,NULL,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,5
2016/8/12 19:51,85-ECT0010,GE,63266HC-02031,64506HC-02031,EHT01,PM2,LCD 1C,備品,待報廢,PM,P1,1
2016/8/12 20:08,85-EKA0270,GE,NULL,NULL,EHA06,eMaxB,PV,備品,廠外清洗,PM,P1,1
2016/8/13 08:01,85-ECT0010,GE,62273HC-02031,62273HC-02031,EHT07,PM2,JX 5E,clean,廠內清洗,PM,P1,1
2016/8/13 10:59,85-ECT0010,GE,63259HC-02031,63259HC-02031,ECT15,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/13 17:09,85-ECT0010,GE,65274HC-02031,64258HC-02031,ECT22,PM1,F68 oxide 3S,新品,備品,PM,P1,1
2016/8/13 17:17,85-EKA0270,GE,NULL,NULL,EHA01,eMaxA,2N,備品,廠外清洗,PM,P1,1
2016/8/13 17:17,85-EKA0190,GE,NULL,NULL,EHA01,eMaxA,2N,備品,廠外清洗,PM,P1,5
2016/8/13 18:24,85-ECT0010,GE,63299HC-02231,63299HC-02231,ECT15,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/13 21:56,85-ECT0010,GE,64526HC-02031,64502HC-02031,ECT69,PM3,F68 1C,備品,待報廢,PM,P2,1
2016/8/13 23:21,85-ECT0010,GE,64566HC-02031,64515HC-02031,ECT13,PM2,1C,新品,備品,PM,P1,1
2016/8/14 07:22,85-EKA0190,GE,NULL,NULL,EKA53,eMaxC,1F,備品,廠外清洗,PM,P2,5
2016/8/14 07:22,85-EKA0270,GE,NULL,NULL,EKA53,eMaxC,1F,備品,廠外清洗,PM,P2,1
2016/8/14 07:37,85-ECT0010,GE,64512HC-02031,64512HC-02031,ECT65,PM2,1C,clean,廠內清洗,PM,P2,1
2016/8/14 07:37,85-ECT0010,GE,64263HC-02031,64263HC-02031,ECT66,PM2,F38 1T,clean,廠內清洗,PM,P2,1
2016/8/14 08:18,85-ECT0010,GE,65278HC-02031,65278HC-02031,ECT63,PM1,1C,clean,廠內清洗,PM,P2,1
2016/8/14 12:04,85-ECT0010,GE,64511HC-02031,61306HC-02031,EHT51,PM2,R55 1C,備品,備品,PM,P2,1
2016/8/14 17:20,85-EKA0270,GE,NULL,NULL,EHA02,eMaxB,DK_PI,備品,廠外清洗,PM,P1,1
2016/8/14 17:21,85-ECT0010,GE,64515HC-02031,63282HC-02031,EHT04,PM1,1C,備品,待報廢,PM,P1,1
2016/8/14 19:05,85-ECT0010,GE,64521HC-02031,64521HC-02031,ECT17,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/14 19:58,85-EKA0270,GE,NULL,NULL,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,1
2016/8/14 19:58,85-EKA0190,GE,NULL,NULL,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,5
2016/8/14 20:53,85-EKA0270,GE,NULL,NULL,EHA05,eMaxB,PV,備品,廠外清洗,PM,P1,1
2016/8/15 02:57,85-ECT0010,GE,64504HC-02031,64504HC-02031,EHT05,PM1,1C,clean,廠內清洗,PM,P1,1
2016/8/15 05:38,85-ECT0010,GE,61306HC-02031,62338HC-02031,EHT04,PM2,1C,備品,待報廢,PM,P1,1
2016/8/15 13:37,85-ECT0010,GE,65258HC-02031,63299HC-02031,ECT15,PM1,LCD 1C,備品,備品,PM,P1,1
2016/8/15 14:08,85-EKA0270,GE,MII-044-0152,NULL,EHA02,eMaxC,DK_PI,備品,廠外清洗,PM,P1,1
2016/8/15 14:11,85-EKA0270,GE,MII-064-0128,MII-214-0198,EHA03,eMaxB,F68 CT PI,備品,廠外清洗,PM,P1,1
2016/8/15 15:33,85-ECT0010,GE,63295HC-02031,63295HC-02031,ECT69,PM2,F68 1C,clean,廠內清洗,PM,P2,1
2016/8/15 18:33,85-ECT0010,GE,64258HC-02031,64503HC-02031,EHT09,PM1,DK40 7F,備品,備品,PM,P1,1
2016/8/15 22:24,85-ECT0010,GE,62262HC-02031,62262HC-02031,ECT11,PM1,DK40 4E,clean,廠內清洗,PM,P1,1
2016/8/16 00:12,85-ECT0010,GE,64520HC-02031,64520HC-02031,EHT02,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/16 00:40,85-EKA0190,GE,NULL,NULL,EKA04,eMaxA,SP,備品,廠外清洗,PM,P1,5
2016/8/16 00:40,85-EKA0270,GE,NULL,NULL,EKA04,eMaxA,SP,備品,廠外清洗,PM,P1,1
2016/8/16 00:47,85-EKA0270,GE,NULL,NULL,EHA03,eMaxA,F68 CT PI,備品,廠外清洗,PM,P1,1
2016/8/16 05:06,85-ECT0010,GE,65287HC-02031,64529HC-02031,EHT05,PM2,1C,新品,備品,PM,P1,1
2016/8/16 09:50,85-ECT0010,GE,66566HC-02031,64278HC-02031,ECT12,PM1,LCD 1C,新品,備品,PM,P1,1
2016/8/16 10:02,85-EKA0270,GE,NULL,NULL,EKA04,eMaxA,SP,clean,廠內清洗,PM,P1,1
2016/8/16 10:02,85-EKA0190,GE,NULL,NULL,EKA04,eMaxA,SP,備品,廠外清洗,PM,P1,5
2016/8/16 16:11,85-ECT0010,GE,64253HC-02031,64253HC-02031,ECT14,PM1,DK40 4N,clean,廠內清洗,PM,P1,1
2016/8/17 04:18,85-EKA0190,GE,NULL,NULL,EHA04,eMaxA,F68 Normal PI,備品,廠外清洗,PM,P1,4
2016/8/17 04:18,85-EKA0270,GE,NULL,NULL,EHA04,eMaxA,F68 Normal PI,備品,廠外清洗,PM,P1,1
2016/8/17 14:04,85-ECT0010,GE,65556HC-02031,64253HC-02031,ECT14,PM1,DK40 4N,新品,備品,PM,P1,1
2016/8/17 16:15,85-ECT0010,GE,65278HC-02031,65278HC-02031,ECT63,PM1,1C,clean,廠內清洗,PM,P2,1
2016/8/17 16:23,85-ECT0010,GE,64529HC-02031,63270HC-02031,ECT69,PM1,F68 1C,備品,待報廢,PM,P2,1
2016/8/17 17:19,85-ECT0010,GE,64278HC-02031,55C73MM-02011,EHT03,PM1,1C,備品,待報廢,PM,P1,1
2016/8/17 17:26,85-EKA0270,GE,NULL,MII-204-0185,EHA05,eMaxC,PV,備品,廠外清洗,PM,P1,1
2016/8/17 17:34,85-ECT0010,GE,64586HC-02031,64586HC-02031,ECT19,PM1,C4F8 1T,clean,廠內清洗,PM,P1,1
2016/8/17 23:59,85-ECT0010,GE,65268HC-02031,64255HC-02031,ECT13,PM1,1C,新品,備品,PM,P1,1
2016/8/18 06:55,85-EKA0190,GE,NULL,NULL,EHA04,eMaxB,F68 Normal PI,備品,廠外清洗,PM,P1,4
2016/8/18 06:56,85-EKA0270,GE,NULL,NULL,EHA04,eMaxB,F68 Normal PI,備品,廠外清洗,PM,P1,1
2016/8/18 17:28,85-EKA0190,GE,NULL,NULL,EKA01,eMaxC,1F,備品,廠外清洗,PM,P1,5
2016/8/18 17:28,85-EKA0270,GE,NONE,NONE1,EKA01,eMaxC,1F,備品,廠外清洗,PM,P1,1
2016/8/18 23:11,85-ECT0010,GE,64587HC-02031,64587HC-02031,ECT70,PM3,1F,clean,廠內清洗,PM,P2,1
2016/8/19 00:14,85-ECT0010,GE,64277HC-02031,64277HC-02031,ECT70,PM1,F68 1C,clean,廠內清洗,PM,P2,1
2016/8/19 01:41,85-EKA0270,GE,NULL,NULL,EHA02,eMaxB,DK_PI,備品,廠外清洗,PM,P1,1
2016/8/19 05:17,85-EKA0190,GE,NULL,NULL,EKA03,eMaxA,1F,備品,廠外清洗,PM,P1,5
2016/8/19 05:18,85-EKA0270,GE,NULL,NULL,EKA03,eMaxA,1F,備品,廠外清洗,PM,P1,1
2016/8/19 05:20,85-ECT0010,GE,65266HC-02031,63287HC-02031,EHT09,PM2,DK40 7F,新品,待報廢,PM,P1,1
2016/8/19 11:08,85-ECT0010,GE,65265HC-02031,64251HC-02031,ECT66,PM3,LCD 1C,新品,備品,PM,P2,1
2016/8/19 14:36,85-ECT0010,GE,64585HC-02031,64585HC-02031,ECT62,PM1,LCD 1C,clean,廠內清洗,PM,P2,1
2016/8/19 18:01,85-ECT0010,GE,65264HC-02031,63283HC-02031,ECT11,PM2,LCD 1C,新品,備品,PM,P1,1
2016/8/19 18:55,85-ECT0010,GE,64276HC-02031,64276HC-02031,ECT63,PM2,F68 1C,clean,廠內清洗,PM,P2,1
2016/8/19 23:58,85-EKA0270,GE,MII-214-0198,NONE,EHA04,eMaxC,PV,備品,廠外清洗,PM,P1,1
2016/8/20 00:00,85-EKA0190,GE,NULL,NULL,EHA04,eMaxA,F68 Normal PI,clean,廠內清洗,PM,P1,4
2016/8/20 00:00,85-EKA0270,GE,NULL,NULL,EHA04,eMaxA,F68 Normal PI,clean,廠內清洗,PM,P1,1
2016/8/20 00:01,85-EKA0270,GE,NULL,NULL,EHA04,eMaxB,F68 Normal PI,clean,廠內清洗,PM,P1,1
2016/8/20 00:01,85-EKA0190,GE,NULL,NULL,EHA04,eMaxB,F68 Normal PI,clean,廠內清洗,PM,P1,4
2016/8/20 01:56,85-ECT0010,GE,65273HC-02031,64504HC-02031,EHT05,PM1,1C,新品,備品,PM,P1,1
2016/8/20 06:50,85-ECT0010,GE,65554HC-02031,64566HC-02031,ECT13,PM2,1C,新品,備品,PM,P1,1
2016/8/20 08:12,85-EKA0190,GE,NULL,NULL,EHA01,eMaxC,F68 Normal PI,備品,廠外清洗,PM,P1,4
2016/8/20 08:13,85-EKA0270,GE,NULL,NULL,EHA01,eMaxC,F68 Normal PI,備品,廠外清洗,PM,P1,1
2016/8/20 09:47,85-ECT0010,GE,64504HC-02031,64278HC-02031,EHT03,PM1,1C,備品,備品,PM,P1,1
2016/8/20 10:11,85-ECT0010,GE,64255HC-02031,63265HC-02031,ECT17,PM1,LCD 1C,備品,待報廢,PM,P1,1
2016/8/20 17:22,85-EKA0270,GE,MII-294-0206,NULL,EHA02,eMaxA,DK_PI,備品,廠外清洗,PM,P1,1
2016/8/20 19:31,85-EKA0190,GE,NULL,NULL,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,5
2016/8/20 19:31,85-EKA0270,GE,MII-294-0215,MII-503-0127,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,1
2016/8/20 22:18,85-ECT0010,GE,64274HC-02031,64274HC-02031,EHT51,PM1,F38 1T,clean,廠內清洗,PM,P2,1
2016/8/20 23:23,85-ECT0010,GE,64514HC-02031,64514HC-02031,ECT19,PM2,C4F8 1T,clean,廠內清洗,PM,P1,1
2016/8/21 00:44,85-ECT0010,GE,64566HC-02031,65253HC-02031,ECT61,PM2,F63 2B SAC,備品,備品,PM,P2,1
2016/8/21 05:46,85-ECT0010,GE,64253HC-02031,64576HC-02031,ECT12,PM2,LCD 1C,備品,備品,PM,P1,1
2016/8/21 06:18,85-EKA0190,GE,NULL,NULL,EHA01,eMaxB,F68 Normal PI,備品,廠外清洗,PM,P1,4
2016/8/21 06:18,85-EKA0270,GE,NULL,NULL,EHA01,eMaxB,F68 Normal PI,備品,廠外清洗,PM,P1,1
2016/8/21 06:19,85-EKA0270,GE,NULL,NULL,EKA03,eMaxB,SP,備品,廠外清洗,PM,P1,1
2016/8/21 06:19,85-EKA0190,GE,NULL,NULL,EKA03,eMaxB,SP,備品,廠外清洗,PM,P1,5
2016/8/21 12:22,85-ECT0010,GE,64584HC-02031,64584HC-02031,ECT61,PM1,F63 2B SAC,clean,廠內清洗,PM,P2,1
2016/8/21 12:36,85-EKA0190,GE,NULL,NULL,EKA53,eMaxA,1F,備品,廠外清洗,PM,P2,5
2016/8/21 12:36,85-EKA0270,GE,NONE,NULL,EKA53,eMaxA,1F,備品,廠外清洗,PM,P2,1
2016/8/21 17:00,85-ECT0010,GE,66572HC-02031,64513HC-02031,ECT18,PM1,C4F8 1T,新品,備品,PM,P1,1
2016/8/21 18:26,85-EKA0270,GE,NULL,NULL,EHA05,eMaxB,PV,備品,廠外清洗,PM,P1,1
2016/8/21 20:29,85-ECT0010,GE,64510HC-02031,64510HC-02031,EHT51,PM3,MX 1T,clean,廠內清洗,PM,P2,1
2016/8/21 20:35,85-ECT0010,GE,66571HC-02031,65554HC-02031,ECT13,PM2,1C,新品,備品,PM,P1,1
2016/8/21 21:18,85-ECT0010,GE,64566HC-02031,64566HC-02031,ECT61,PM2,F63 2B SAC,clean,廠內清洗,PM,P2,1
2016/8/22 04:13,85-ECT0010,GE,64578HC-02031,64578HC-02031,EHT07,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/22 05:03,85-ECT0010,GE,64513HC-02031,62331HC-02031,EHT01,PM1,LCD 1C,備品,備品,PM,P1,1
2016/8/22 08:48,85-ECT0010,GE,64576HC-02031,63295HC-02031,ECT69,PM2,F68 1C,備品,待報廢,PM,P2,1
2016/8/22 09:12,85-EKA0270,GE,NONE,NULL,EKA04,eMaxA,SP,備品,廠外清洗,PM,P1,1
2016/8/22 09:12,85-EKA0190,GE,NULL,NULL,EKA04,eMaxA,SP,備品,廠外清洗,PM,P1,5
2016/8/22 17:24,85-ECT0010,GE,64526HC-02031,64526HC-02031,ECT69,PM3,F68 1C,clean,廠內清洗,PM,P2,1
2016/8/22 18:53,85-EKA0270,GE,NULL,NULL,EHA05,eMaxC,PV,備品,廠外清洗,PM,P1,1
2016/8/23 00:10,85-ECT0010,GE,64254HC-02031,64254HC-02031,EHT03,PM2,1C,clean,廠內清洗,PM,P1,1
2016/8/23 02:17,85-EKA0270,GE,MII-294-0185,NULL,EHA03,eMaxA,F68 CT PI,備品,廠外清洗,PM,P1,1
2016/8/23 02:18,85-EKA0270,GE,NULL,MII-064-0128,EHA03,eMaxB,F68 CT PI,備品,廠外清洗,PM,P1,1
2016/8/23 02:19,85-EKA0190,GE,NULL,NULL,EHA03,eMaxC,2N,備品,廠外清洗,PM,P1,5
2016/8/23 02:19,85-EKA0270,GE,NULL,NULL,EHA03,eMaxC,2N,備品,廠外清洗,PM,P1,1
2016/8/23 08:16,85-EKA0270,GE,NULL,NULL,EHA05,eMaxA,MX 3E,備品,廠外清洗,PM,P1,1
2016/8/23 08:16,85-EKA0190,GE,NULL,NULL,EHA05,eMaxA,MX 3E,備品,廠外清洗,PM,P1,5
2016/8/23 08:16,85-EKA0270,GE,NULL,MII-503-0072,EHA05,eMaxA,MX 3E,NULL,廠外清洗,PM,P1,1
2016/8/23 12:46,85-ECT0010,GE,64251HC-02031,63266HC-02031,EHT01,PM2,LCD 1C,備品,待報廢,PM,P1,1
2016/8/23 14:52,85-ECT0010,GE,65307HC-02031,64571HC-02031,EHT06,PM2,JX 5E,新品,待報廢,PM,P1,1
2016/8/23 17:02,85-EKA0270,GE,NULL,NULL,EHA06,eMaxC,PV,備品,廠外清洗,PM,P1,1
2016/8/23 17:56,85-ECT0010,GE,65282HC-02031,65282HC-02031,EHT06,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/23 18:28,85-ECT0010,GE,65253HC-02031,63259HC-02031,ECT15,PM2,LCD 1C,備品,待報廢,PM,P1,1
2016/8/23 23:51,85-EKA0270,GE,NULL,MII-503-0115,EKA04,eMaxC,F68 CP,備品,廠外清洗,PM,P1,1
2016/8/23 23:51,85-EKA0190,GE,NULL,NULL,EKA04,eMaxC,F68 CP,備品,廠外清洗,PM,P1,5
2016/8/24 06:12,85-EKA0270,GE,NULL,MII-044-0152,EHA02,eMaxC,DK_PI,備品,廠外清洗,PM,P1,1
2016/8/24 13:21,85-ECT0010,GE,64505HC-02031,64505HC-02031,ECT14,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2016/8/24 14:57,85-EKA0190,GE,NULL,NULL,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,5
2016/8/24 14:57,85-EKA0270,GE,NULL,NULL,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,1
2016/8/24 19:08,85-EKA0270,GE,MII-503-0127,NULL,EKA53,eMaxC,1F,備品,廠外清洗,PM,P2,1
2016/8/24 19:08,85-EKA0190,GE,NULL,NULL,EKA53,eMaxC,1F,備品,廠外清洗,PM,P2,5
2016/8/24 22:59,85-ECT0010,GE,64576HC-02031,64576HC-02031,ECT69,PM2,F68 1C,clean,廠內清洗,PM,P2,1
2016/8/25 11:13,85-ECT0010,GE,66571HC-02031,66571HC-02031,ECT13,PM2,1C,clean,廠內清洗,PM,P1,1
2016/8/25 18:23,85-ECT0010,GE,65277HC-02031,64512HC-02031,ECT65,PM2,1C,新品,備品,PM,P2,1
2016/8/25 18:24,85-ECT0010,GE,64567HC-02031,64567HC-02031,ECT70,PM2,1F,clean,廠內清洗,PM,P2,1
2016/8/25 19:39,85-EKA0190,GE,NULL,NULL,EHA01,eMaxA,2N,備品,廠外清洗,PM,P1,5
