STOCK_EVENT_TIME,PART_NO,CATEGORY,PUT_ON_SERIAL,REPLACE_SERIAL,EQP_NO,CHAMBER_NO,LAYER,PUT_ON_STATUS,REPLACE_STATUS,KIND,FAB,QTY
2018/8/17 21:26,85-EKA0190,GE,NULL,NULL,EHA05,eMaxA,MX 3E,備品,廠外清洗,PM,P1,5
2018/8/17 23:12,85-ECT0010,GE,012A0042080,012A0042078,ECT66,PM1,MX 1T,備品,待報廢,PM,P2,1
2018/8/18 01:24,85-ECT0010,GE,012A0042079,012A0042079,ECT17,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2018/8/18 06:06,85-ECT0010,GE,7Y136HC-02031,7Y136HC-02031,EHT06,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2018/8/18 06:17,85-EKA0190,GE,NULL,NULL,EKA03,eMaxA,1F,備品,廠外清洗,PM,P1,5
2018/8/18 06:17,85-EKA0270,GE,NONE,NULL,EKA03,eMaxA,1F,備品,廠外清洗,PM,P1,1
2018/8/18 08:00,85-EKA0190,GE,NULL,NULL,EKA01,eMaxC,1F,備品,廠外清洗,PM,P1,5
2018/8/18 08:00,85-EKA0270,GE,NONE2,NONE1,EKA01,eMaxC,1F,備品,廠外清洗,PM,P1,1
2018/8/18 08:24,85-EKA0270,GE,NONE2,NULL,EHA06,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/18 09:54,85-ECT0010,GE,79040HC-02031,7Y059HC-02031,ECT63,PM1,1C,新品,待報廢,PM,P2,1
2018/8/18 19:09,85-ECT0010,GE,7Y083HC-02031,7Y083HC-02031,ECT69,PM2,F68 1C,clean,廠內清洗,PM,P2,1
2018/8/18 20:36,85-EKA0270,GE,NULL,NULL,EKA53,eMaxC,1F,備品,廠外清洗,PM,P2,1
2018/8/18 20:36,85-EKA0190,GE,NULL,NULL,EKA53,eMaxC,1F,備品,廠外清洗,PM,P2,5
2018/8/19 04:34,85-EKA0190,GE,NULL,NULL,EKA03,eMaxC,SP,備品,廠外清洗,PM,P1,5
2018/8/19 04:34,85-EKA0270,GE,NONE,NONE2,EKA03,eMaxC,SP,備品,廠外清洗,PM,P1,1
2018/8/19 07:57,85-EKA0270,GE,NONE3,NONE1,EHA01,eMaxC,F68 Normal PI,備品,廠外清洗,PM,P1,1
2018/8/19 07:57,85-EKA0190,GE,NULL,NULL,EHA01,eMaxC,F68 Normal PI,備品,廠外清洗,PM,P1,4
2018/8/19 07:59,85-EKA0190,GE,NULL,NULL,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,5
2018/8/19 07:59,85-EKA0270,GE,NONE1,107080-5116-0485,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,1
2018/8/19 09:02,85-ECT0010,GE,7Y089HC-02031,7Y089HC-02031,ECT18,PM2,C4F8 1T,clean,廠內清洗,PM,P1,1
2018/8/19 11:13,85-ECT0010,GE,7Y093HC-02031,7Y093HC-02031,EHT51,PM3,MX 1T,clean,廠內清洗,PM,P2,1
2018/8/19 13:33,85-ECT0010,GE,7Y132HC-02031,7Y132HC-02031,ECT66,PM3,LCD 1C,clean,廠內清洗,PM,P2,1
2018/8/19 16:14,85-ECT0010,GE,012A0042077,012A0042077,ECT23,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/8/19 22:20,85-ECT0010,GE,012A0042075,012A0042075,EHT03,PM1,1C,clean,廠內清洗,PM,P1,1
2018/8/20 00:01,85-ECT0010,GE,82152HC-02031,7Y105HC-02031,ECT23,PM1,2B HMO,新品,備品,PM,P1,1
2018/8/20 06:33,85-ECT0010,GE,7Y140HC-02031,7Y085HC-02031,ECT12,PM2,LCD 1C,新品,備品,PM,P1,1
2018/8/20 08:16,85-ECT0010,GE,012A0042076,66U31HC-02031,EHT03,PM2,1C,備品,待報廢,PM,P1,1
2018/8/20 11:21,85-ECT0010,GE,012A0042061,012A0042061,EHT02,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/8/20 17:14,85-ECT0010,GE,82153HC-02031,7Y102HC-02031,ECT13,PM2,1C,新品,備品,PM,P1,1
2018/8/20 17:49,85-ECT0010,GE,7Y057HC-02031,7Y057HC-02031,ECT70,PM3,1F,clean,廠內清洗,PM,P2,1
2018/8/20 19:08,85-EKA0270,GE,MII-044-0120,NONE,EHA04,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/20 20:42,85-EKA0270,GE,NONE,NONE3,EKA03,eMaxB,SP,備品,廠外清洗,PM,P1,1
2018/8/20 20:42,85-EKA0190,GE,NULL,NULL,EKA03,eMaxB,SP,備品,廠外清洗,PM,P1,5
2018/8/21 06:06,85-ECT0010,GE,7Y147HC-02031,7Y147HC-02031,ECT13,PM1,1C,clean,廠內清洗,PM,P1,1
2018/8/21 07:28,85-EKA0270,GE,NONE1,NONE,EHA05,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/21 07:37,85-ECT0010,GE,012A0041974,7Y094HC-02031,EHT51,PM1,F38 1T,新品,備品,PM,P2,1
2018/8/21 12:36,85-ECT0010,GE,012A0042082,012A0042082,ECT22,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/8/21 17:29,85-ECT0010,GE,012A0042045,012A0042045,EHT06,PM2,CIS 5E,clean,廠內清洗,PM,P1,1
2018/8/21 18:00,85-ECT0010,GE,7Y150HC-02031,7Y099HC-02031,ECT12,PM1,LCD 1C,新品,備品,PM,P1,1
2018/8/21 19:58,85-EKA0270,GE,MII-294-0215,NONE1,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,1
2018/8/21 19:58,85-EKA0190,GE,NULL,NULL,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,5
2018/8/21 20:08,85-EKA0270,GE,NONE2,NONE1,EHA02,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/22 06:02,85-ECT0010,GE,7Y135HC-02031,7Y135HC-02031,ECT70,PM2,LCD 1C,clean,廠內清洗,PM,P2,1
2018/8/22 07:10,85-EKA0270,GE,NONE2,NONE3,EHA02,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/22 08:14,85-ECT0010,GE,7Y100HC-02031,7Y100HC-02031,ECT17,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/8/22 11:00,85-ECT0010,GE,7Y094HC-02031,7Y079HC-02031,ECT70,PM1,F68 1C,備品,待報廢,PM,P2,1
2018/8/22 11:45,85-ECT0010,GE,7Y103HC-02031,012A0042074,EHT04,PM1,1C,備品,備品,PM,P1,1
2018/8/22 14:21,85-EKA0270,GE,NONE2,NONE3,EHA06,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/22 14:22,85-EKA0270,GE,NULL,NULL,EHA05,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/22 22:09,85-ECT0010,GE,7Y077HC-02031,7Y077HC-02031,ECT66,PM2,F38 1T,clean,廠內清洗,PM,P2,1
2018/8/23 05:11,85-EKA0270,GE,NONE4,NONE3,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,1
2018/8/23 05:11,85-EKA0190,GE,NULL,NULL,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,5
2018/8/23 07:00,85-EKA0270,GE,NULL,MII-064-0128,EHA02,eMaxA,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/23 08:25,85-ECT0010,GE,012A0041979,7Y082HC-02031,ECT19,PM2,C4F8 1T,新品,備品,PM,P1,1
2018/8/23 10:52,85-ECT0010,GE,68514HC-020Z1,68514HC-020Z1,ECT16,PM2,R55 1C,clean,廠內清洗,PM,P1,1
2018/8/23 14:07,85-EKA0190,GE,NULL,NULL,EKA53,eMaxA,1F,備品,廠外清洗,PM,P2,5
2018/8/23 14:07,85-EKA0270,GE,NONE,NULL,EKA53,eMaxA,1F,備品,廠外清洗,PM,P2,1
2018/8/23 19:19,85-ECT0010,GE,7Y023HC-02031,7Y023HC-02031,ECT62,PM2,F38 1T,clean,廠內清洗,PM,P2,1
2018/8/24 07:18,85-EKA0270,GE,NONE,MII-044-0152,EHA04,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/24 09:23,85-ECT0010,GE,7Y022HC-02031,7Y101HC-02031,ECT61,PM1,F63 2B SAC,新品,備品,PM,P2,1
2018/8/24 10:22,85-ECT0010,GE,79039HC-02031,79039HC-02031,ECT63,PM2,1F,clean,廠內清洗,PM,P2,1
2018/8/24 19:23,85-EKA0190,GE,NULL,NULL,EHA03,eMaxC,2N,備品,廠外清洗,PM,P1,5
2018/8/24 19:23,85-EKA0270,GE,NULL,NULL,EHA03,eMaxC,2N,備品,廠外清洗,PM,P1,1
2018/8/24 19:25,85-ECT0010,GE,7Y143HC-02031,7Y143HC-02031,EHT07,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2018/8/24 19:33,85-EKA0270,GE,NONE,NONE2,EHA06,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/24 22:45,85-ECT0010,GE,7Y141HC-02031,7Y097HC-02031,EHT09,PM2,DK40 7F,新品,備品,PM,P1,1
2018/8/25 05:22,85-ECT0010,GE,012A0042083,7Y104HC-02031,EHT09,PM1,DK40 7F,新品,備品,PM,P1,1
2018/8/25 19:47,85-ECT0010,GE,7Y101HC-02031,7Y080HC-02031,EHT01,PM2,LCD 1C,備品,待報廢,PM,P1,1
2018/8/26 08:02,85-EKA0270,GE,NONE2,MII-044-0120,EHA04,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/26 10:15,85-ECT0010,GE,7Y097HC-02031,79052HC-02031,ECT14,PM2,LCD 1C,備品,待報廢,PM,P1,1
2018/8/26 19:22,85-ECT0010,GE,012A0042074,012A0042071,EHT04,PM2,1C,備品,待報廢,PM,P1,1
2018/8/26 19:51,85-EKA0270,GE,NULL,NONE2,EHA02,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/26 19:52,85-EKA0270,GE,NONE1,NONE,EKA53,eMaxA,1F,備品,廠外清洗,PM,P2,1
2018/8/26 19:52,85-EKA0190,GE,NULL,NULL,EKA53,eMaxA,1F,備品,廠外清洗,PM,P2,5
2018/8/27 04:18,85-EKA0190,GE,NULL,NULL,EHA01,eMaxB,F68 Normal PI,備品,廠外清洗,PM,P1,4
2018/8/27 04:18,85-EKA0270,GE,NONE2,NULL,EHA01,eMaxB,F68 Normal PI,備品,廠外清洗,PM,P1,1
2018/8/27 05:11,85-EKA0270,GE,MII-044-0152,NONE1,EHA05,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/27 05:18,85-ECT0010,GE,7Y120HC-02031,7Y120HC-02031,EHT05,PM1,1C,clean,廠內清洗,PM,P1,1
2018/8/27 11:00,85-ECT0010,GE,7Y102HC-02031,012A0041970,EHT01,PM1,LCD 1C,備品,待報廢,PM,P1,1
2018/8/27 19:04,85-EKA0270,GE,NONE,NONE2,EHA06,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/27 21:09,85-EKA0190,GE,NULL,NULL,EKA53,eMaxB,1F,備品,廠外清洗,PM,P2,5
2018/8/27 21:09,85-EKA0270,GE,NONE2,NULL,EKA53,eMaxB,1F,備品,廠外清洗,PM,P2,1
2018/8/28 07:02,85-EKA0270,GE,MII-044-0120,NONE2,EHA02,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/28 07:15,85-ECT0010,GE,7Y115HC-02031,012A0042079,ECT17,PM1,LCD 1C,備品,待報廢,PM,P1,1
2018/8/28 07:16,85-ECT0010,GE,7Y086HC-02031,7Y084HC-02031,ECT15,PM2,LCD 1C,備品,待報廢,PM,P1,1
2018/8/28 17:46,85-ECT0010,GE,7Y099HC-02031,012A0041854,ECT15,PM1,LCD 1C,備品,待報廢,PM,P1,1
2018/8/28 19:07,85-EKA0270,GE,NONE,NONE2,EKA01,eMaxC,1F,備品,廠外清洗,PM,P1,1
2018/8/28 19:07,85-EKA0190,GE,NULL,NULL,EKA01,eMaxC,1F,備品,廠外清洗,PM,P1,5
2018/8/29 03:21,85-ECT0010,GE,7Y138HC-02031,7Y136HC-02031,EHT06,PM1,LCD 1C,新品,備品,PM,P1,1
2018/8/29 06:19,85-ECT0010,GE,82199HC-02031,79066HC-02031,ECT11,PM1,DK40 7F,新品,待報廢,PM,P1,1
2018/8/29 07:03,85-EKA0270,GE,NULL,NULL,EHA02,eMaxA,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/29 07:13,85-ECT0010,GE,82197HC-02031,7Y112HC-02031,ECT62,PM1,F38 1T,新品,備品,PM,P2,1
2018/8/29 09:48,85-ECT0010,GE,7Y056HC-02031,7Y056HC-02031,EHT07,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/8/29 09:51,85-ECT0010,GE,7Y057HC-02031,7Y057HC-02031,ECT70,PM3,1F,clean,廠內清洗,PM,P2,1
2018/8/29 20:05,85-ECT0010,GE,7Y112HC-02031,7Y093HC-02031,EHT51,PM3,MX 1T,備品,待報廢,PM,P2,1
2018/8/29 23:44,85-ECT0010,GE,012A0042080,012A0042080,ECT66,PM1,MX 1T,clean,廠內清洗,PM,P2,1
2018/8/30 01:21,85-ECT0010,GE,7Y029HC-02031,7Y029HC-02031,ECT65,PM2,1C,clean,廠內清洗,PM,P2,1
2018/8/30 04:37,85-ECT0010,GE,84233HC-02031,7Y090HC-02031,ECT11,PM2,LCD 1C,新品,備品,PM,P1,1
2018/8/30 05:37,85-ECT0010,GE,7Y090HC-02031,012A0042061,EHT02,PM2,LCD 1C,備品,待報廢,PM,P1,1
2018/8/30 08:03,85-EKA0190,GE,NULL,NULL,EKA03,eMaxA,1F,備品,廠外清洗,PM,P1,5
2018/8/30 08:03,85-EKA0270,GE,NONE1,NONE,EKA03,eMaxA,1F,備品,廠外清洗,PM,P1,1
2018/8/30 08:08,85-EKA0270,GE,NULL,NULL,EHA05,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/8/30 08:09,85-ECT0010,GE,84227HC-02031,7Y132HC-02031,ECT66,PM3,LCD 1C,新品,備品,PM,P2,1
2018/8/30 11:40,85-ECT0010,GE,012A0041977,7Y089HC-02031,ECT18,PM2,C4F8 1T,新品,備品,PM,P1,1
2018/8/30 12:05,85-ECT0010,GE,7Y089HC-02031,012A0042075,EHT03,PM1,1C,備品,待報廢,PM,P1,1
2018/8/30 15:17,85-EKA0270,GE,NONE,NONE3,EHA01,eMaxC,F68 Normal PI,備品,廠外清洗,PM,P1,1
2018/8/30 15:17,85-EKA0190,GE,NULL,NULL,EHA01,eMaxC,F68 Normal PI,備品,廠外清洗,PM,P1,4
2018/8/30 16:41,85-ECT0010,GE,7Y140HC-02031,7Y140HC-02031,ECT12,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/8/30 16:43,85-ECT0010,GE,7Y132HC-02031,012A0041932,ECT14,PM1,DK70 1G,備品,待報廢,PM,P1,1
2018/8/31 02:34,85-ECT0010,GE,7Y148HC-02031,7Y148HC-02031,ECT61,PM2,F63 2B SAC,clean,廠內清洗,PM,P2,1
2018/8/31 03:29,85-ECT0010,GE,79040HC-02031,79040HC-02031,ECT63,PM1,1C,clean,廠內清洗,PM,P2,1
2018/8/31 06:05,85-EKA0190,GE,NULL,NULL,EHA04,eMaxA,F68 Normal PI,備品,廠外清洗,PM,P1,4
2018/8/31 06:05,85-EKA0270,GE,NULL,NONE1,EHA04,eMaxA,F68 Normal PI,備品,廠外清洗,PM,P1,1
2018/8/31 08:10,85-ECT0010,GE,012A0042081,7Y083HC-02031,ECT69,PM2,F68 1C,備品,待報廢,PM,P2,1
2018/8/31 08:18,85-EKA0270,GE,MII-503-0115,MII-064-0153,EKA04,eMaxC,F68 CP,備品,廠外清洗,PM,P1,1
2018/8/31 08:18,85-EKA0190,GE,NULL,NULL,EKA04,eMaxC,F68 CP,備品,廠外清洗,PM,P1,5
2018/8/31 08:26,85-ECT0010,GE,7Y035HC-02031,7Y100HC-02031,ECT17,PM2,LCD 1C,備品,待報廢,PM,P1,1
2018/9/1 01:24,85-EKA0190,GE,NULL,NULL,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,5
2018/9/1 01:24,85-EKA0270,GE,NULL,NONE4,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,1
2018/9/1 04:07,85-EKA0270,GE,NONE1,NONE,EHA06,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/1 07:44,85-ECT0010,GE,82152HC-02031,82152HC-02031,ECT23,PM1,2B HMO,clean,廠內清洗,PM,P1,1
2018/9/1 09:24,85-ECT0010,GE,84232HC-02031,7Y147HC-02031,ECT13,PM1,1C,新品,備品,PM,P1,1
2018/9/1 11:33,85-ECT0010,GE,012A0042076,012A0042076,EHT03,PM2,1C,clean,廠內清洗,PM,P1,1
2018/9/1 16:51,85-ECT0010,GE,012A0042085,012A0042077,ECT23,PM2,LCD 1C,新品,待報廢,PM,P1,1
2018/9/1 18:15,85-EKA0270,GE,NULL,NONE,EKA01,eMaxC,1F,備品,廠外清洗,PM,P1,1
2018/9/1 18:15,85-EKA0190,GE,NULL,NULL,EKA01,eMaxC,1F,備品,廠外清洗,PM,P1,5
2018/9/2 04:57,85-ECT0010,GE,7Y150HC-02031,7Y150HC-02031,ECT12,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/2 07:23,85-ECT0010,GE,82153HC-02031,82153HC-02031,ECT13,PM2,1C,clean,廠內清洗,PM,P1,1
2018/9/2 10:55,85-ECT0010,GE,012A0041974,012A0041974,EHT51,PM1,F38 1T,clean,廠內清洗,PM,P2,1
2018/9/2 15:47,85-ECT0010,GE,84244HC-02031,012A0042082,ECT22,PM2,LCD 1C,新品,備品,PM,P1,1
2018/9/3 06:33,85-EKA0270,GE,NONE2,NULL,EHA02,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/3 10:38,85-ECT0010,GE,82198HC-02031,7Y135HC-02031,ECT70,PM2,LCD 1C,新品,備品,PM,P2,1
2018/9/3 13:48,85-EKA0190,GE,NULL,NULL,EKA03,eMaxC,SP,備品,廠外清洗,PM,P1,5
2018/9/3 13:48,85-EKA0270,GE,NONE3,NONE,EKA03,eMaxC,SP,備品,廠外清洗,PM,P1,1
2018/9/3 15:41,85-ECT0010,GE,82152HC-02031,82152HC-02031,ECT23,PM1,2B HMO,clean,廠內清洗,PM,P1,1
2018/9/3 18:45,85-ECT0010,GE,7Y147HC-02031,7Y103HC-02031,EHT04,PM1,1C,備品,備品,PM,P1,1
2018/9/3 19:09,85-EKA0270,GE,NULL,NONE,EHA04,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/3 19:12,85-EKA0270,GE,064-0128,NONE2,EHA04,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/4 00:51,85-ECT0010,GE,82196HC-02031,84244HC-02031,ECT22,PM2,LCD 1C,新品,備品,PM,P1,1
2018/9/4 03:59,85-EKA0270,GE,NONE1,NONE,EKA03,eMaxB,SP,備品,廠外清洗,PM,P1,1
2018/9/4 03:59,85-EKA0190,GE,NULL,NULL,EKA03,eMaxB,SP,備品,廠外清洗,PM,P1,5
2018/9/4 04:52,85-EKA0190,GE,NULL,NULL,EKA53,eMaxC,1F,備品,廠外清洗,PM,P2,5
2018/9/4 04:52,85-EKA0270,GE,NULL,NULL,EKA53,eMaxC,1F,備品,廠外清洗,PM,P2,1
2018/9/4 09:01,85-ECT0010,GE,84234HC-02031,7Y143HC-02031,EHT07,PM1,LCD 1C,新品,備品,PM,P1,1
2018/9/4 19:39,85-ECT0010,GE,012A0042073,012A0042073,ECT69,PM1,F68 1C,clean,廠內清洗,PM,P2,1
2018/9/5 07:22,85-ECT0010,GE,79039HC-02031,79039HC-02031,ECT63,PM2,1F,clean,廠內清洗,PM,P2,1
2018/9/5 10:16,85-EKA0190,GE,NULL,NULL,EKA04,eMaxA,SP,備品,廠外清洗,PM,P1,5
2018/9/5 10:16,85-EKA0270,GE,NONE2,MII-503-0127,EKA04,eMaxA,SP,備品,廠外清洗,PM,P1,1
2018/9/5 18:50,85-ECT0010,GE,82183HC-02031,012A0042072,ECT19,PM1,C4F8 1T,新品,備品,PM,P1,1
2018/9/6 07:23,85-ECT0010,GE,7Y057HC-02031,7Y057HC-02031,ECT70,PM3,1F,clean,廠內清洗,PM,P2,1
2018/9/6 10:22,85-ECT0010,GE,84222HC-02031,7Y023HC-02031,ECT62,PM2,F38 1T,新品,備品,PM,P2,1
2018/9/6 20:36,85-EKA0270,GE,NULL,MII-044-0152,EHA05,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/6 20:40,85-EKA0270,GE,NULL,MII-044-0120,EHA02,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/6 20:40,85-EKA0270,GE,NONE2,NONE,EHA06,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/6 20:41,85-EKA0190,GE,NULL,NULL,EHA03,eMaxC,2N,備品,廠外清洗,PM,P1,5
2018/9/6 20:41,85-EKA0270,GE,NONE,NULL,EHA03,eMaxC,2N,備品,廠外清洗,PM,P1,1
2018/9/7 06:38,85-ECT0010,GE,7Y115HC-02031,7Y115HC-02031,ECT17,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/7 07:27,85-ECT0010,GE,7Y101HC-02031,7Y101HC-02031,EHT01,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/7 09:48,85-EKA0190,GE,NULL,NULL,EHA01,eMaxA,2N,備品,廠外清洗,PM,P1,5
2018/9/7 09:48,85-EKA0270,GE,MII-294-0206,NONE,EHA01,eMaxA,2N,備品,廠外清洗,PM,P1,1
2018/9/7 09:51,85-EKA0270,GE,MII-503-0127,MII-294-0215,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,1
2018/9/7 09:51,85-EKA0190,GE,NULL,NULL,EKA01,eMaxB,1F,備品,廠外清洗,PM,P1,5
2018/9/7 14:54,85-ECT0010,GE,7Y086HC-02031,7Y086HC-02031,ECT15,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/7 19:31,85-EKA0270,GE,NULL,NULL,EHA02,eMaxA,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/7 19:32,85-EKA0190,GE,NULL,NULL,EKA03,eMaxB,SP,備品,廠外清洗,PM,P1,5
2018/9/7 19:32,85-EKA0270,GE,NONE3,NONE1,EKA03,eMaxB,SP,備品,廠外清洗,PM,P1,1
2018/9/7 19:54,85-ECT0010,GE,7Y099HC-02031,7Y099HC-02031,ECT15,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/7 23:50,85-ECT0010,GE,7Y102HC-02031,7Y102HC-02031,EHT01,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/8 06:45,85-ECT0010,GE,7Y097HC-02031,7Y097HC-02031,ECT14,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/8 12:09,85-ECT0010,GE,7Y138HC-02031,7Y138HC-02031,EHT06,PM1,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/8 18:33,85-ECT0010,GE,7Y023HC-02031,012A0042080,ECT66,PM1,MX 1T,備品,待報廢,PM,P2,1
2018/9/9 06:58,85-ECT0010,GE,7Y117HC-02031,7Y077HC-02031,ECT66,PM2,F38 1T,新品,備品,PM,P2,1
2018/9/9 10:25,85-ECT0010,GE,7Y120HC-02031,7Y120HC-02031,EHT05,PM1,1C,clean,廠內清洗,PM,P1,1
2018/9/9 10:28,85-ECT0010,GE,7Y112HC-02031,7Y112HC-02031,EHT51,PM3,MX 1T,clean,廠內清洗,PM,P2,1
2018/9/9 19:37,85-EKA0270,GE,NONE2,MII-214-0200,EHA03,eMaxA,F68 CT PI,備品,廠外清洗,PM,P1,1
2018/9/9 19:37,85-EKA0270,GE,MII-044-0120,NULL,EHA05,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/10 04:52,85-ECT0010,GE,012A0042083,012A0042083,EHT09,PM1,DK40 7F,clean,廠內清洗,PM,P1,1
2018/9/10 05:11,85-EKA0270,GE,MII-044-0152,NULL,EHA05,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/10 05:22,85-ECT0010,GE,84203HC-02031,7Y140HC-02031,ECT12,PM2,LCD 1C,新品,備品,PM,P1,1
2018/9/10 06:48,85-ECT0010,GE,7Y090HC-02031,7Y090HC-02031,EHT02,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/10 06:48,85-ECT0010,GE,012A0041977,012A0041977,ECT18,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/10 06:48,85-ECT0010,GE,84227HC-02031,84227HC-02031,ECT66,PM3,LCD 1C,clean,廠內清洗,PM,P2,1
2018/9/10 12:52,85-ECT0010,GE,82168HC-02031,7Y056HC-02031,EHT07,PM2,LCD 1C,新品,備品,PM,P1,1
2018/9/10 17:07,85-ECT0010,GE,012A0042073,012A0042073,ECT69,PM1,F68 1C,clean,廠內清洗,PM,P2,1
2018/9/10 20:07,85-ECT0010,GE,7Y035HC-02031,7Y035HC-02031,ECT17,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/10 20:07,85-ECT0010,GE,7Y089HC-02031,7Y089HC-02031,EHT03,PM1,1C,clean,廠內清洗,PM,P1,1
2018/9/10 21:32,85-ECT0010,GE,7Y094HC-02031,7Y094HC-02031,ECT70,PM1,F68 1C,clean,廠內清洗,PM,P2,1
2018/9/10 22:45,85-ECT0010,GE,82198HC-02031,82198HC-02031,ECT70,PM2,LCD 1C,clean,廠內清洗,PM,P2,1
2018/9/11 02:11,85-EKA0270,GE,NONE1,NONE2,EHA06,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/11 02:12,85-EKA0190,GE,NULL,NULL,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,5
2018/9/11 02:12,85-EKA0270,GE,MII-294-0215,NULL,EKA01,eMaxA,1F,備品,廠外清洗,PM,P1,1
2018/9/11 05:58,85-ECT0010,GE,84233HC-02031,84233HC-02031,ECT11,PM2,LCD 1C,clean,廠內清洗,PM,P1,1
2018/9/11 06:38,85-ECT0010,GE,7Y056HC-02031,7Y029HC-02031,ECT65,PM2,1C,備品,待報廢,PM,P2,1
2018/9/11 08:20,85-EKA0270,GE,NULL,NONE2,EHA02,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/11 08:21,85-EKA0270,GE,MII-064-0133,064-0128,EHA04,eMaxC,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/11 19:41,85-ECT0010,GE,012A0042081,012A0042081,ECT69,PM2,F68 1C,clean,廠內清洗,PM,P2,1
2018/9/11 19:45,85-EKA0270,GE,NONE2,NONE1,EHA06,eMaxB,CT_PV,備品,廠外清洗,PM,P1,1
2018/9/11 20:23,85-EKA0270,GE,5116-0485,NONE2,EKA53,eMaxB,1F,備品,廠外清洗,PM,P2,1
2018/9/11 20:23,85-EKA0190,GE,NULL,NULL,EKA53,eMaxB,1F,備品,廠外清洗,PM,P2,5
2018/9/12 07:22,85-ECT0010,GE,7Y103HC-02031,012A0042074,EHT04,PM2,1C,備品,待報廢,PM,P1,1
2018/9/12 13:11,85-ECT0010,GE,84232HC-02031,84232HC-02031,ECT13,PM1,1C,clean,廠內清洗,PM,P1,1
2018/9/12 18:12,85-EKA0270,GE,MII-241-0200,MII-214-0108,EHA03,eMaxB,F68 CT PI,備品,廠外清洗,PM,P1,1
2018/9/12 19:41,85-ECT0010,GE,7Y088HC-02031,79040HC-02031,ECT63,PM1,1C,新品,備品,PM,P2,1
