MFG_MONTH,TOOL_ID,M_NUM,UP_TIME,C_UP_TIME,LOT_SIZE,C_LOT_SIZE,EQP_UTIL,C_EQP_UTIL,EQP_AVAIL_RATE,TC,PROCESS_TIME,PROCESS_JOBTIME,INLINE_CT_LOT,INLINE_CT_WAFER,MOVE_QTY,C_TC,ENG_LOT_RATE,HOT_LOT_RATE,BACKUP_BY_RATE,BACKUP_FOR_RATE,RWORK_LOT_RATE,QUE_LOT_RATE,SAMPLING_RATE,NUM_RECIPE,CHANGE_RECIPE
202003,ECT22,2,0.978580305,0.022575789,23.14453961,0.078185694,0.465483664,0.520078455,1.874732334,1.824899306,1.720951404,1.466629491,0.398142572,0.372867707,21617,0.483339751,0.011935051,0.043299255,0,0,0.005782486,0.604662997,0,71,0.808351178
202003,ECT24,3,0.941127456,0.023299754,22.5843061,0.079486908,0.758615059,0.316890795,1.144,1.916700494,2.148759841,1.889719206,0.823300741,0.923085668,34825,0.449738279,0.008729361,0.030897344,0,0.245283561,0.008815506,0.696281407,0,163,0.963035019
202003,ECT61,2,0.975554552,0.022578896,23.75553914,0.075091497,0.538595422,0.443717876,0.947336316,0.599929567,0.845958497,0.68838541,0.124536552,0.129738835,32165,0.518561162,0.005129799,0.041287113,0,0,0.00105705,0.930638893,0,97,0.694977843
202003,ECT62,2,0.932653006,0.023523945,24.88002008,0.071805533,0.72241713,0.328336217,1.722706065,0.491710355,0.838304044,0.658341369,0.146581523,0.145113259,49561,0.506724407,0.000585138,0.010936018,0,0,2.02E-05,0,0,28,0.800702811
202003,ECT63,2,0.968490507,0.022626497,21.92847854,0.081037537,0.612655337,0.384264753,1.11443433,2.378771092,2.657341425,2.037233059,1.004280947,1.089141313,16863,0.531826111,0.022178735,0.036173872,0,0.02200083,0.013639329,0.602858329,0,66,0.736020806
202003,ECT65,2,0.933174554,0.023388382,23.21798365,0.075960698,0.563091577,0.41543767,0.935967302,2.561853141,2.793987663,2.159551544,0.897701143,0.937693656,17042,0.517209423,0.002816571,0.05251731,0,0,0.004928999,0.599049407,0,39,0.734332425
202003,ECT66,3,0.936656661,0.023173331,23.69583333,0.073966095,0.893079265,0.261862128,1.177813736,1.877228378,2.152116745,2.021412861,0.697060304,0.74987332,39809,0.420719204,0.005953428,0.019794519,0,0,0.006455827,0.844356804,0,118,0.970833333
202003,ECT69,3,0.944827381,0.022804583,18.4375,0.098906071,0.74274628,0.312760879,0.746835443,2.369631377,3.482916862,2.710250234,0.927130444,1.154004708,12685,0.522831121,0.0002365,0.049901458,0,0.127000394,0.018604651,0,0,78,0.75872093
202003,ECT70,3,0.941642044,0.022727376,23.23900929,0.077913361,0.651057518,0.354185206,0.783488132,1.830797251,1.952120227,1.672494152,0.508147732,0.52364425,37531,0.478916993,0.008366417,0.015240734,0,0,0.005488796,0.947563348,0,59,0.936842105
202003,ECT72,2,0.936945619,0.022718225,22.58601134,0.079599002,0.535721561,0.428297543,0.829867675,1.490156514,1.502111164,1.353622663,0.308035044,0.326834135,23896,0.391261434,0.01217777,0.041764312,0,0,0.001966856,0.92940241,0,35,0.832703214
202003,EHA01,4,0.955270666,0.022142422,22.13542689,0.080736882,0.121240874,1.952683434,0.252944063,0.700743156,0.946814688,0.748129975,0.10509023,0.104523434,22556,0.519894459,0.008822486,0.02863983,0,0.859327895,0.005719099,0,0,30,0.457311089
202003,EHA02,4,0.953468167,0.02203843,23.67046017,0.075072458,0.87423821,0.270482703,0.856654301,0.68684564,0.998376227,0.814320143,0.486889284,0.510187957,47838,0.574030885,0.007023705,0.046950123,0,0.000188135,0.005163259,0.977737364,0,208,0.798119743
202003,EHA03,4,0.959835866,0.021788074,22.20505345,0.079549777,0.120375325,2.019966868,0.312439261,0.712892604,0.909356981,0.737307796,0.123845258,0.121802435,22849,0.524111804,0.007177557,0.058383299,0,0.54383124,0.005251871,0,0,30,0.537414966
202003,EHA04,4,0.951018669,0.021841867,23.6541904,0.07426179,0.230443369,1.069295093,0.666802278,1.066893868,1.664189043,1.222011346,0.467443203,0.465862907,29071,0.650481201,0.002098311,0.027381239,0,0.165112999,0.004609405,0.833683052,0,31,0.802278275
202003,EHA05,4,0.947919846,0.021764719,23.9964863,0.072902403,0.73758338,0.332120796,0.791774055,0.522379068,0.679224835,0.58791959,0.417482689,0.387718415,68294,0.481492977,0.011245497,0.044044865,0,0,0.004085278,0.870047149,0,132,0.835207309
202003,EHA06,4,0.95701784,0.021440085,25.03427896,0.07009799,0.581209176,0.418864807,1.191952926,0.601928464,1.097933277,0.673704322,0.254227637,0.253295973,42358,0.642056252,0.001676189,0.027432834,0,0,0.001817838,0.967349733,0,58,0.765957447
202003,EHT01,2,0.955580283,0.021348522,22.12625871,0.078895647,0.840531851,0.288918799,1.049162418,1.74171224,1.814367363,1.719544388,0.480035751,0.485955881,28565,0.305012551,0.014598285,0.141256783,0,0.003080693,0.001960441,0.688569928,0,127,0.947327653
202003,EHT02,2,0.945111213,0.021447877,22.45662848,0.077263608,0.521846183,0.463154817,1.78396072,2.038129708,2.388813875,1.915962902,0.342084299,0.348675281,13721,0.488602245,0.001749144,0.016616865,0,0,0.004154216,0.966912033,0,51,0.798690671
202003,EHT03,2,0.944394799,0.021331191,22.25183974,0.077545158,0.962390984,0.252221269,1.170494259,1.330116339,1.996167416,1.496947218,1.225976631,1.020405822,27214,0.536106646,0.022561917,0.072756669,0,0.001910781,0.005291394,0.716910414,0,147,0.759607522
202003,EHT04,2,0.956249952,0.020953853,23.3974437,0.073318025,0.880285128,0.275528246,0.796776051,1.09286385,1.498121442,1.380291051,0.849634067,0.814532372,38442,0.297673702,0.006971542,0.019796056,0,0,0.002029031,0.884137142,0,96,0.897748022
202003,EHT05,2,0.956289375,0.020842034,22.59052925,0.075477148,0.573950519,0.420226936,0.929696288,2.031734417,2.32824272,1.799107924,0.741679035,0.699202953,16220,0.533558723,0.009679408,0.074907522,0,0,0.005425401,0.626202219,0,44,0.69637883
202003,EHT06,2,0.94007524,0.021093187,23.15217391,0.073199553,0.66697809,0.359382929,1.897282609,2.020722656,2.227264795,1.969866848,0.409167686,0.391544738,21300,0.450206647,0.003192488,0.016995305,0,0,0.013615023,0.693098592,0,51,0.890217391
202003,EHT07,2,0.939167509,0.021011852,23.71308017,0.071128401,0.63466112,0.375387327,1.552039381,1.996331186,2.269730817,2.013980309,0.399086397,0.395457553,16860,0.455137121,0.001897983,0.03801898,0,0,0.008540925,0.630664294,0,46,0.82559775
202003,EHT09,2,0.926962965,0.021307524,22.88151659,0.073268174,0.447307897,0.531784267,0.574074074,1.41411512,1.487470649,1.319602094,0.29816938,0.287569623,19312,0.509983515,0.032725766,0.035573737,0,0,5.18E-05,0.653686827,0,61,0.797393365
202003,EHT51,3,0.965995854,0.020424855,22.27616279,0.074875242,0.541424603,0.437272998,1.019622093,1.751676262,2.061961806,1.655493177,0.453247142,0.463613971,30652,0.508318142,0.019639828,0.0860629,0,0.045804515,0.001402845,0.752903563,0,61,0.906976744
202003,EKA01,3,0.930295222,0.021185402,23.27597765,0.071256307,0.768016875,0.306892167,1.014890953,0.494473019,0.675402473,0.571940162,0.231815272,0.251745483,62496,0.46462827,0.011120712,0.0046883,0,0,0.00265617,0.431275602,0,366,0.880819367
202003,EKA03,3,0.907725583,0.022103161,24.05570776,0.068732874,0.570821446,0.410780744,0.766196537,0.810381436,0.833939151,0.762800424,0.22312588,0.225454574,52682,0.39717435,0.004327854,0.010705744,0,0,0.005163054,0.173626666,0,144,0.912785388
