PART_NO,EQP_NO,QTY,PM,TS,MFG_MONTH,Tool.MFG_MONTH,Tool.TOOL_ID,Tool.M_NUM,Tool.UP_TIME,Tool.C_UP_TIME,Tool.LOT_SIZE,Tool.C_LOT_SIZE,Tool.EQP_UTIL,Tool.C_EQP_UTIL,Tool.EQP_AVAIL_RATE,Tool.TC,Tool.PROCESS_TIME,Tool.PROCESS_JOBTIME,Tool.INLINE_CT_LOT,Tool.INLINE_CT_WAFER,Tool.MOVE_QTY,Tool.C_TC,Tool.ENG_LOT_RATE,Tool.HOT_LOT_RATE,Tool.BACKUP_BY_RATE,Tool.BACKUP_FOR_RATE,Tool.RWORK_LOT_RATE,Tool.QUE_LOT_RATE,Tool.SAMPLING_RATE,Tool.NUM_RECIPE,Tool.CHANGE_RECIPE,Tool.PERCENTILE(BACKUP_BY_RATE),Tool.PERCENTILE(BACKUP_FOR_RATE),Tool.PERCENTILE(CHANGE_RECIPE),Tool.PERCENTILE(C_EQP_UTIL),Tool.PERCENTILE(C_LOT_SIZE),Tool.PERCENTILE(C_TC),Tool.PERCENTILE(C_UP_TIME),Tool.PERCENTILE(ENG_LOT_RATE),Tool.PERCENTILE(EQP_AVAIL_RATE),Tool.PERCENTILE(EQP_UTIL),Tool.PERCENTILE(HOT_LOT_RATE),Tool.PERCENTILE(INLINE_CT_LOT),Tool.PERCENTILE(INLINE_CT_WAFER),Tool.PERCENTILE(LOT_SIZE),Tool.PERCENTILE(MOVE_QTY),Tool.PERCENTILE(M_NUM),Tool.PERCENTILE(NUM_RECIPE),Tool.PERCENTILE(PROCESS_JOBTIME),Tool.PERCENTILE(PROCESS_TIME),Tool.PERCENTILE(QUE_LOT_RATE),Tool.PERCENTILE(RWORK_LOT_RATE),Tool.PERCENTILE(SAMPLING_RATE),Tool.PERCENTILE(TC),Tool.PERCENTILE(UP_TIME)
85-ECT0010,ECT11,4,4.0,0.0,202002,202002.0,ECT11,2.0,0.972893572,0.043518305,23.68164063,0.326571111,0.575409892,0.357404006,1.234375,1.893320473,1.676800673,1.503065321,0.23423428,0.241556986,12125.0,0.416923542,0.033649485,0.027876289,0.0,0.0,0.002721649,0.932041237,0.0,39.0,0.900390625,0.5002721829069134,0.2759934676102341,0.7743603701687534,0.7076755579749592,0.4001088731627654,0.2275449101796407,0.12629286880783885,0.9531845400108874,0.40936309199782256,0.24442025040827436,0.36690255851932496,0.2221012520413718,0.21829069134458357,0.8862275449101796,0.5217746325530757,0.3304300489929232,0.49618943930321174,0.41535111594991836,0.36145890038105605,0.5296679368535656,0.4436581382689167,0.5002721829069134,0.4986056887897379,0.8655416439847577
85-ECT0010,ECT11,3,3.0,0.0,202003,202003.0,ECT11,2.0,0.973865425,0.044432714,24.05663717,0.466238816,0.578626373,0.373427494,1.176106195,1.839069959,1.664550147,1.467710423,0.174891101,0.177685787,13592.0,0.439472526,0.020306062,0.047380812,0.0,0.0,0.009490877,0.869187758,0.0,59.0,0.90619469,0.5002721829069134,0.2759934676102341,0.8018508437670114,0.7441480675013609,0.8633641807294502,0.27163854109961894,0.19433859553620034,0.8688078388677191,0.3799673380511704,0.24986390854654328,0.6298312465977136,0.15351115949918345,0.15242242787152968,0.9515514425694066,0.645890038105607,0.3304300489929232,0.6954273271638541,0.3973870440936309,0.3511159499183451,0.42133913990201416,0.7855198693522046,0.5002721829069134,0.46960401561628556,0.8753402286336418
85-ECT0010,ECT11,3,3.0,0.0,202004,202004.0,ECT11,2.0,0.976875714,0.042867161,23.94604317,0.438837138,0.552786379,0.401617111,1.06294964,1.415835262,1.552240208,1.384615807,0.171649368,0.173592608,13314.0,0.475367877,0.019152772,0.053177107,0.0,0.0,0.002929247,0.896725252,0.0,53.0,0.875899281,0.5002721829069134,0.2759934676102341,0.6820903647250952,0.7915078933043005,0.7909635274904736,0.38704409363091996,0.08219923788786064,0.8562874251497006,0.34349482852476865,0.21829069134458357,0.7049537289058248,0.1497005988023952,0.14643440391943385,0.9352204681545999,0.6298312465977136,0.3304300489929232,0.648339684267828,0.3647250952640174,0.2896026129559064,0.46053347849755033,0.45944474686989656,0.5002721829069134,0.3301728945900725,0.9118127381600436
85-ECT0010,ECT11,3,3.0,0.0,202005,202005.0,ECT11,2.0,0.950483746,0.046461838,23.53991597,0.410592426,0.447116967,0.497790958,0.881302521,1.181351496,1.377013305,1.212578198,0.193849911,0.184776224,11205.0,0.443347474,0.0291834,0.048014279,0.0,0.0,0.0,0.890763052,0.0,55.0,0.850840336,0.5002721829069134,0.2759934676102341,0.5655960805661404,0.8971148611867175,0.7223734349482852,0.2781709308655416,0.412084921066957,0.9341317365269461,0.2618399564507349,0.10669569951007077,0.6363636363636364,0.17201959716929777,0.15841045182362548,0.8573761567773543,0.43549265106151336,0.3304300489929232,0.6668481219379423,0.30593358737071313,0.22972237343494828,0.4518236254763201,0.06314643440391943,0.5002721829069134,0.2543223647518126,0.5432770821992379
85-ECT0010,ECT11,6,6.0,0.0,202006,202006.0,ECT11,2.0,0.935539579,0.047128455,22.62323944,0.396619739,0.570488579,0.389157801,1.416373239,1.507866162,1.472190923,1.314874315,0.339039372,0.322947011,12850.0,0.423709757,0.023268482,0.029105058,0.0,0.009727626,0.00077821,0.809338521,0.0,65.0,0.860915493,0.5002721829069134,0.724006532389766,0.6118671747414263,0.7729994556341862,0.6864452912357104,0.23734349482852476,0.5144256940664126,0.8998366902558519,0.4839412084921067,0.23952095808383234,0.3864997278170931,0.39031028851388133,0.341861731083288,0.5743059335873707,0.5900925421883506,0.3304300489929232,0.7528579205225912,0.33696243875884596,0.25857376156777356,0.34893848666303756,0.2678279804028307,0.5002721829069134,0.36140546569994425,0.3728905824714208
85-ECT0010,ECT11,3,3.0,0.0,202007,202007.0,ECT11,2.0,0.974598492,0.045365495,23.33129771,0.359830887,0.65680604,0.337432897,1.448854962,1.864318182,1.628618745,1.435708651,0.301663786,0.296709259,15282.0,0.398907814,0.022575579,0.030035336,0.0,0.00333726,0.000130873,0.915652402,0.0,62.0,0.883969466,0.5002721829069134,0.6695699510070767,0.7191072400653239,0.6722917800762113,0.54817637452368,0.19216113228089277,0.2896026129559064,0.8916712030484486,0.49428415895481764,0.34077299945563416,0.4006532389765923,0.3271638541099619,0.29994556341861733,0.7920522591181274,0.7403375068045727,0.3304300489929232,0.7245508982035929,0.3864997278170931,0.33206314643440393,0.49700598802395207,0.16548720740337508,0.5002721829069134,0.48354712771890684,0.8824169842133914
85-ECT0010,ECT11,4,4.0,0.0,202008,202008.0,ECT11,2.0,0.96084019,0.045876983,23.63362832,0.334767224,0.619196327,0.355808158,1.49380531,2.06107097,1.843033923,1.580006391,0.275072599,0.259204909,13353.0,0.463803963,0.035497641,0.065678125,0.0,0.001947128,0.000149779,0.892084176,0.0,49.0,0.863716814,0.5002721829069134,0.6412629286880784,0.6249319542732716,0.703864997278171,0.4403919433859554,0.3413173652694611,0.3473053892215569,0.9569951007076756,0.5187806205770278,0.2961350027218291,0.8100163309744148,0.2841589548176375,0.24006532389765922,0.8786064235166031,0.6320087098530213,0.3304300489929232,0.615405552531301,0.4583560152422428,0.44148067501360916,0.45454545454545453,0.17310832879695154,0.5002721829069134,0.596207473508087,0.6913445835601524
85-ECT0010,ECT11,4,4.0,0.0,202009,202009.0,ECT11,2.0,0.977455929,0.046716367,23.34719711,0.320759149,0.643070369,0.3408989,1.628390597,2.051209981,1.855270745,1.597080068,0.348285405,0.346970933,12911.0,0.469436022,0.036093254,0.060723414,0.0,0.005421733,0.00139416,0.899155759,0.0,53.0,0.835443038,0.5002721829069134,0.7016875340228633,0.5021774632553075,0.6788241698421339,0.3734349482852477,0.3658138268916712,0.4518236254763201,0.9586281981491562,0.5748502994011976,0.3211758301578661,0.7713663581927055,0.40174197060424605,0.3864997278170931,0.7958628198149156,0.5960805661404464,0.3304300489929232,0.648339684267828,0.4703320631464344,0.4491017964071856,0.46543277082199236,0.3326075122482308,0.5002721829069134,0.5900725041829337,0.9172563962983125
85-ECT0010,ECT11,4,4.0,0.0,202010,202010.0,ECT11,2.0,0.977636224,0.046942377,23.74954955,0.300035076,0.598327739,0.364011031,1.724324324,1.985863402,1.910349349,1.596713714,0.38497118,0.389067675,13181.0,0.484965059,0.019118428,0.049009939,0.0,0.0,0.0,0.881116759,0.0,45.0,0.830630631,0.5002721829069134,0.2759934676102341,0.4844855743059336,0.7218290691344583,0.25694066412629285,0.4349482852476865,0.48502994011976047,0.8557430593358737,0.6113228089275994,0.2759934676102341,0.65323897659227,0.4583560152422428,0.4550898203592814,0.9025585193249864,0.6189439303211758,0.3304300489929232,0.5699510070767556,0.4697876973326075,0.48775176918889496,0.4376701143168209,0.06314643440391943,0.5002721829069134,0.5499163413273843,0.9188894937397931
85-ECT0010,ECT11,4,4.0,0.0,202011,202011.0,ECT11,2.0,0.972626849,0.047208435,23.53275862,0.289947473,0.637269211,0.339858866,1.855172414,2.029822485,1.815304598,1.550657088,0.322224318,0.320395548,13649.0,0.458240726,0.020587589,0.036046597,0.0,0.046523555,0.0,0.899772877,0.0,47.0,0.855172414,0.5002721829069134,0.8127381600435493,0.5802939575394666,0.6766467065868264,0.1970604246053348,0.32553075666848125,0.5209580838323353,0.8715296679368536,0.6603157321720196,0.3151878062057703,0.47686445291235713,0.36309199782253676,0.33750680457267285,0.8530212302667393,0.6521502449646163,0.3304300489929232,0.5890038105606968,0.4376701143168209,0.4262384322264562,0.4665215024496462,0.06314643440391943,0.5002721829069134,0.5755716675962075,0.8628198149156233
85-ECT0010,ECT11,4,4.0,0.0,202012,202012.0,ECT11,2.0,0.969857592,0.047292616,23.51729819,0.278849833,0.647985572,0.332923733,1.787479407,2.025863363,1.826676277,1.555327201,0.290878943,0.300450471,14274.5,0.467830449,0.016812609,0.050577933,0.0,0.185569177,0.003502627,0.787810858,0.0,44.0,0.853377265,0.5002721829069134,0.9188894937397931,0.5721284703320632,0.6624931954273272,0.1377245508982036,0.35710397387044096,0.5351115949918345,0.8285247686445292,0.6314643440391944,0.32934131736526945,0.6750136091453457,0.30865541643984756,0.30647795318454,0.8470332063146434,0.6913445835601524,0.3304300489929232,0.5596080566140447,0.44148067501360916,0.4311377245508982,0.32607512248230813,0.5046271094175285,0.5002721829069134,0.5738984941438929,0.8247142079477409
85-ECT0010,ECT11,4,4.0,0.0,202101,202101.0,ECT11,2.0,0.976600056,0.04760845,23.52142857,0.268824264,0.622643291,0.346364022,1.883035714,2.072282986,1.913353671,1.619009425,0.305618097,0.305301533,13172.0,0.47686838,0.020801701,0.08882478,0.0,0.166261767,0.004631036,0.717051321,0.0,48.0,0.867857143,0.5002721829069134,0.909635274904736,0.6488840500816548,0.6859009254218835,0.0914534567229178,0.39629831246597713,0.5819270549809472,0.8737071311921611,0.6728361458900382,0.3010342950462711,0.9134458356015243,0.33478497550353836,0.31464344039194336,0.8486663037561241,0.6183995645073489,0.3304300489929232,0.600707675557975,0.48067501360914533,0.49101796407185627,0.2547632008709853,0.562874251497006,0.5002721829069134,0.6068042387060792,0.909635274904736
85-ECT0010,ECT11,3,3.0,0.0,202102,202102.0,ECT11,2.0,0.972458454,0.048174858,23.09447415,0.264715788,0.660915899,0.326745744,1.989304813,2.096293168,1.844511785,1.538861656,0.374720407,0.379123008,12955.5,0.442220622,0.027323248,0.05811979,0.0,0.156915715,0.000463106,0.734640321,0.0,48.0,0.868092692,0.5002721829069134,0.9014697876973327,0.6494284158954817,0.6505171475231355,0.06641262928688078,0.27653783342406096,0.6788241698421339,0.9254218835057159,0.7054980947196516,0.3424060968971149,0.7468698965704954,0.43984757757212845,0.43984757757212845,0.7207403375068046,0.5998911268372347,0.3304300489929232,0.600707675557975,0.432226456178552,0.4436581382689167,0.2700054436581383,0.22972237343494828,0.5002721829069134,0.615170105967652,0.8611867174741427
85-ECT0010,ECT11,4,4.0,0.0,202103,202103.0,ECT11,2.0,0.953491785,0.048509536,22.98440208,0.25789905,0.620888418,0.348332134,2.124783362,1.986531433,1.797070576,1.534146447,0.277211089,0.283268004,13261.5,0.450952113,0.045769869,0.092595385,0.0,0.157442316,0.006560097,0.727718293,0.0,51.0,0.870017331,0.5002721829069134,0.9020141535111595,0.6570495372890582,0.6908002177463255,0.035383777898747956,0.29722373434948285,0.728905824714208,0.9776810016330975,0.7348938486663038,0.2988568317909635,0.9227000544365814,0.28851388132825256,0.2803483941208492,0.6891671203048448,0.6254763200870985,0.3304300489929232,0.6328252585737616,0.42841589548176373,0.41535111594991836,0.26456178551986936,0.6755579749591726,0.5002721829069134,0.5504740658114892,0.5824714207947741
85-ECT0010,ECT12,4,4.0,0.0,202002,202002.0,ECT12,2.0,0.962312328,0.043899147,23.20916335,0.33932058,0.716115329,0.286252288,2.482522796,1.420735835,1.724357058,1.604329618,0.309346593,0.312926098,11651.0,0.455888026,0.008926272,0.049523646,0.0,0.0,0.001716591,0.831430778,0.0,33.0,0.890438247,0.5002721829069134,0.2759934676102341,0.7414262384322264,0.5405552531301034,0.46543277082199236,0.31736526946107785,0.15459989112683722,0.6287425149700598,0.8105606967882417,0.40174197060424605,0.658138268916712,0.341861731083288,0.3271638541099619,0.7544910179640718,0.477408818726184,0.3304300489929232,0.4286880783886772,0.4757757212847033,0.37778987479586285,0.37561241154055525,0.35547087642896025,0.5002721829069134,0.33575013943112103,0.7152966793685357
85-ECT0010,ECT12,7,7.0,0.0,202003,202003.0,ECT12,2.0,0.949284538,0.0455096,23.69354839,0.473455313,0.891256732,0.242272512,2.672527473,1.176739912,1.682856838,1.494687424,0.45049303,0.457141517,14690.0,0.532434329,0.00503744,0.037100068,0.0,0.0,0.004560926,0.869707284,0.0,57.0,0.84516129,0.5002721829069134,0.2759934676102341,0.5372890582471421,0.25040827436037016,0.8807838867719108,0.7860642351660315,0.30321175830157865,0.3946652150244965,0.8350571584104518,0.723462166575939,0.4904735982580294,0.5808383233532934,0.5732172019597169,0.8900381056069678,0.7152966793685357,0.3304300489929232,0.6796407185628742,0.40990745781164944,0.3647250952640174,0.42242787152966793,0.5601524224278716,0.5002721829069134,0.25041829336307864,0.5247686445291235
85-ECT0010,ECT12,5,5.0,0.0,202004,202004.0,ECT12,2.0,0.969280047,0.04318162,23.44655172,0.447974672,0.811428902,0.273334518,2.561016949,1.156527778,1.56388167,1.4204457,0.293918393,0.301781821,13599.0,0.536976542,0.004044415,0.035737922,0.0,0.0,0.003161997,0.853592176,0.0,58.0,0.874137931,0.5002721829069134,0.2759934676102341,0.6750136091453457,0.4817637452367991,0.8143712574850299,0.8111050626020686,0.10288513881328253,0.31736526946107785,0.819270549809472,0.5405552531301034,0.4714207947740882,0.3135547087642896,0.30865541643984756,0.8290691344583561,0.6472509526401742,0.3304300489929232,0.6872618399564507,0.3799673380511704,0.29667936853565596,0.4066412629286881,0.47904191616766467,0.5002721829069134,0.24316787506971557,0.8149156232988568
85-ECT0010,ECT12,5,5.0,0.0,202005,202005.0,ECT12,2.0,0.95920467,0.046009437,24.13182674,0.400360097,0.786563412,0.282737237,2.020725389,1.166618112,1.646299295,1.488444876,0.253445461,0.25745143,12814.0,0.493316802,0.003199625,0.047604183,0.0,0.0,0.0,0.835336351,0.0,48.0,0.905838041,0.5002721829069134,0.2759934676102341,0.8002177463255308,0.5264017419706043,0.6956995100707676,0.4839412084921067,0.362003266194883,0.25748502994011974,0.7125748502994012,0.492651061513337,0.6325530756668482,0.24605334784975502,0.236254763200871,0.9591725639629831,0.5862819814915623,0.3304300489929232,0.600707675557975,0.4060968971148612,0.3391399020141535,0.38323353293413176,0.06314643440391943,0.5002721829069134,0.2476296709425544,0.6663037561241154
85-ECT0010,ECT12,5,5.0,0.0,202006,202006.0,ECT12,2.0,0.962590882,0.045782957,24.01861252,0.373429887,0.849882083,0.261108518,1.933814681,1.141904762,1.678709052,1.524633641,0.270706395,0.263619933,14195.0,0.524604129,0.002042973,0.089186333,0.0,0.0,0.0,0.75470236,0.0,63.0,0.903553299,0.5002721829069134,0.2759934676102341,0.7898747958628198,0.40391943385955364,0.6075122482308111,0.7474142623843223,0.33696243875884596,0.15568862275449102,0.6875340228633642,0.617855198693522,0.9156232988568318,0.2759934676102341,0.2482308111050626,0.9466521502449646,0.6859009254218835,0.3304300489929232,0.7340772999455634,0.4240609689711486,0.36309199782253676,0.29178007621121393,0.06314643440391943,0.5002721829069134,0.23647518126045733,0.7201959716929777
85-ECT0010,ECT12,6,6.0,0.0,202007,202007.0,ECT12,2.0,0.966479637,0.045732169,23.97213622,0.35008458,0.887888829,0.24955678,2.140197152,1.220566095,1.730053548,1.548188816,0.462810979,0.438355727,15486.0,0.539767909,0.002066383,0.043071161,0.0,0.0,0.000516596,0.711416764,0.0,58.0,0.876160991,0.5002721829069134,0.2759934676102341,0.6848121937942298,0.3162765378334241,0.5084376701143168,0.8176374523679912,0.3282525857376157,0.15949918345127925,0.738704409363092,0.7125748502994012,0.5759390310288514,0.6053347849755035,0.5449101796407185,0.939575394665215,0.7485029940119761,0.3304300489929232,0.6872618399564507,0.43603701687534024,0.38160043549265105,0.25040827436037016,0.23952095808383234,0.5002721829069134,0.2660345789180145,0.7751769188894937
85-ECT0010,ECT12,5,5.0,0.0,202008,202008.0,ECT12,2.0,0.96628189,0.045606384,22.77051926,0.34731302,0.781163734,0.281900291,2.319461444,1.971109148,1.606765266,1.484128587,0.272449029,0.289660592,13594.0,0.485039992,0.001839047,0.04023834,0.0,0.0,0.00198617,0.649330587,0.0,40.0,0.877721943,0.5002721829069134,0.2759934676102341,0.69352204681546,0.5215024496461622,0.49700598802395207,0.43658138268916713,0.3140990745781165,0.13881328252585737,0.7811649428415895,0.4833968426782798,0.5383777898747959,0.27762656505171474,0.2901469787697333,0.6183995645073489,0.6467065868263473,0.3304300489929232,0.5095264017419706,0.40391943385955364,0.3157321720195972,0.20195971692977682,0.3788786064235166,0.5002721829069134,0.5443390964863357,0.7729994556341862
85-ECT0010,ECT12,4,4.0,0.0,202009,202009.0,ECT12,2.0,0.979367726,0.046623953,23.58632479,0.31740617,0.824477622,0.265799973,1.956981664,2.031134421,1.763635794,1.67168273,0.429263242,0.483788598,13798.0,0.402890055,0.001304537,0.097695318,0.0,0.0,0.000144949,0.713146833,0.0,52.0,0.935042735,0.5002721829069134,0.2759934676102341,0.9036472509526402,0.437125748502994,0.3543821448013065,0.20195971692977682,0.4403919433859554,0.0985302123026674,0.6956995100707676,0.5694066412629287,0.9319542732716385,0.5410996189439303,0.6194882961350027,0.8682634730538922,0.6624931954273272,0.3304300489929232,0.6396298312465977,0.512248230811105,0.39629831246597713,0.25095264017419705,0.17147523135547088,0.5002721829069134,0.5778025655326269,0.9319542732716385
85-ECT0010,ECT12,6,6.0,0.0,202010,202010.0,ECT12,2.0,0.954836992,0.04804707,23.83445946,0.298885594,0.843888177,0.258018417,2.78335535,2.044768939,1.827167914,1.700354102,0.504513751,0.509827118,14110.0,0.469045157,0.003189227,0.045145287,0.0,0.0,0.001771793,0.833451453,0.0,35.0,0.910472973,0.5002721829069134,0.2759934676102341,0.8170930865541643,0.3799673380511704,0.2493195427327164,0.36309199782253676,0.6603157321720196,0.2553075666848122,0.8448557430593359,0.6086009798584648,0.6069678824169842,0.6619488296135003,0.6592270005443658,0.9188894937397931,0.6793685356559608,0.3304300489929232,0.4496461622210125,0.5258573761567773,0.4316820903647251,0.37833424060968973,0.3603701687534023,0.5002721829069134,0.5872838817624094,0.6053347849755035
85-ECT0010,ECT12,6,6.0,0.0,202011,202011.0,ECT12,2.0,0.961379511,0.047748535,23.83191851,0.286237334,0.866080792,0.250020967,3.073490814,2.136321138,1.793830927,1.656175999,0.380779017,0.383830687,14037.0,0.472578605,0.004416898,0.045451307,0.0,0.0,0.001781007,0.831302985,0.0,37.0,0.867572156,0.5002721829069134,0.2759934676102341,0.6477953184540011,0.3184540010887316,0.17310832879695154,0.37561241154055525,0.6069678824169842,0.3505715841045182,0.8720740337506805,0.6586826347305389,0.6124115405552532,0.4496461622210125,0.44529123571039736,0.9178007621121393,0.6766467065868264,0.3304300489929232,0.47278170930865543,0.5013609145345672,0.41317365269461076,0.37506804572672836,0.3625476320087099,0.5002721829069134,0.6385945343000557,0.7005988023952096
85-ECT0010,ECT12,7,7.0,0.0,202012,202012.0,ECT12,2.0,0.941794614,0.048685547,23.58603066,0.27797062,0.867947801,0.248507067,3.382458234,2.149875669,1.777646181,1.575467051,0.299146819,0.316448403,13845.0,0.506659963,0.003900325,0.063127483,0.0,0.0,0.0,0.894907909,0.0,37.0,0.829642249,0.5002721829069134,0.2759934676102341,0.48067501360914533,0.30484485574305936,0.13336962438758845,0.5988023952095808,0.7457811649428416,0.3070223189983669,0.8938486663037561,0.6641262928688079,0.7904191616766467,0.32280892759934676,0.3331518780620577,0.8677191072400653,0.6652150244964616,0.3304300489929232,0.47278170930865543,0.45454545454545453,0.40446379967338053,0.4578116494284159,0.06314643440391943,0.5002721829069134,0.6475181260457334,0.4376701143168209
85-ECT0010,ECT12,5,5.0,0.0,202101,202101.0,ECT12,2.0,0.948955355,0.048981482,23.66059603,0.267185412,0.895348748,0.240842165,3.317365269,2.157285513,1.765248836,1.610986693,0.263343812,0.274469554,14291.0,0.492910184,0.002659016,0.068994472,0.0,0.0,0.000979638,0.796585263,0.0,41.0,0.882450331,0.5002721829069134,0.2759934676102341,0.713663581927055,0.2351660315732172,0.08219923788786064,0.48067501360914533,0.7740881872618399,0.20631464344039194,0.889493739793141,0.7299945563418617,0.8350571584104518,0.26292868807838865,0.26510615133369625,0.8829613500272183,0.69352204681546,0.3304300489929232,0.5264017419706043,0.4779531845400109,0.3973870440936309,0.33532934131736525,0.2939575394665215,0.5002721829069134,0.6508644729503625,0.5182362547632009
85-ECT0010,ECT12,5,5.0,0.0,202102,202102.0,ECT12,2.0,0.975230181,0.048034662,23.61120543,0.2588704,0.926900734,0.232975106,2.971411192,2.224968163,1.837339146,1.576321979,0.478552283,0.479690735,13907.0,0.498673311,0.005824405,0.105917883,0.0,0.0,0.0,0.772129144,0.0,46.0,0.845500849,0.5002721829069134,0.2759934676102341,0.5383777898747959,0.16058791507893305,0.0391943385955362,0.5291235710397387,0.658138268916712,0.45345672291780076,0.8606423516603158,0.8121937942297224,0.9455634186173109,0.6265650517147523,0.61295590636908,0.8737071311921611,0.6712030484485574,0.3304300489929232,0.5797495917256397,0.45617855198693524,0.4387588459444747,0.3070223189983669,0.06314643440391943,0.5002721829069134,0.6860011154489682,0.8900381056069678
85-ECT0010,ECT12,6,6.0,0.0,202103,202103.0,ECT12,2.0,0.954172045,0.048464229,23.92917369,0.247674594,0.879670772,0.245827099,3.19482976,2.158269814,1.892229929,1.707309444,0.322237124,0.322714602,14190.0,0.503241647,0.003312192,0.079210712,0.0,0.0,0.001268499,0.832980973,0.0,43.0,0.873524452,0.5002721829069134,0.2759934676102341,0.6717474142623843,0.28252585737615676,0.007621121393576484,0.5688622754491018,0.7207403375068046,0.26456178551986936,0.8829613500272183,0.6908002177463255,0.8840500816548721,0.36418072945019053,0.3413173652694611,0.9314099074578116,0.6848121937942298,0.3304300489929232,0.5506260206859009,0.5296679368535656,0.47468698965704953,0.376701143168209,0.3195427327163854,0.5002721829069134,0.6530953708867819,0.5933587370713119
85-ECT0010,ECT13,8,8.0,0.0,202002,202002.0,ECT13,2.0,0.920703947,0.045761109,23.95352564,0.334927607,0.963887004,0.21284704,1.475252062,1.108095967,1.741301558,1.264535085,1.216855374,1.154508495,14947.0,0.542498692,0.013046096,0.016926474,0.0,0.0,0.010838295,0.564728708,0.0,60.0,0.644230769,0.5002721829069134,0.2759934676102341,0.14697876973326074,0.0010887316276537834,0.44148067501360916,0.8258029395753946,0.3326075122482308,0.7561241154055526,0.5127925966249319,0.9161676646706587,0.23244420250408274,0.9863908546543277,0.9820359281437125,0.9373979314099075,0.7261839956450735,0.3304300489929232,0.7057702776265651,0.3244420250408274,0.3881328252585738,0.14752313554708765,0.8230811105062602,0.5002721829069134,0.22085889570552147,0.26456178551986936
85-ECT0010,ECT13,7,7.0,0.0,202003,202003.0,ECT13,2.0,0.904886899,0.047705241,23.97826087,0.4679413,0.950669879,0.227174916,1.47659766,1.107851706,1.758243824,1.317650765,1.320804445,1.168970049,15442.0,0.57717924,0.013404999,0.017290506,0.0,0.0,0.01172128,0.57900531,0.0,81.0,0.773291925,0.5002721829069134,0.2759934676102341,0.3543821448013065,0.09580838323353294,0.8677191072400653,0.924877517691889,0.5993467610234078,0.7632008709853021,0.5138813282525857,0.8775176918889493,0.2351660315732172,0.9885683179096353,0.9836690255851932,0.9406641262928688,0.7457811649428416,0.3304300489929232,0.8342406096897115,0.33805117038649973,0.39303211758301576,0.15351115949918345,0.8448557430593359,0.5002721829069134,0.22030117122141663,0.17909635274904737
85-ECT0010,ECT13,6,6.0,0.0,202004,202004.0,ECT13,2.0,0.949175504,0.044047737,23.29009763,0.450758369,0.854225285,0.259450355,1.695898778,1.034073533,1.348194929,1.117364262,0.377888115,0.296811783,16699.0,0.58622443,0.016408168,0.028085514,0.0,0.0,0.007964549,0.688184921,0.0,87.0,0.884239888,0.5002721829069134,0.2759934676102341,0.7212847033206314,0.391943385955362,0.8219923788786064,0.9433859553620033,0.1622210125204137,0.8230811105062602,0.603157321720196,0.628198149156233,0.3707131192161132,0.4447468698965705,0.3004899292324442,0.7773543821448013,0.7844311377245509,0.3304300489929232,0.8617310832879695,0.27109417528579205,0.2215568862275449,0.23407729994556342,0.7348938486663038,0.5002721829069134,0.1901840490797546,0.5215024496461622
85-ECT0010,ECT13,6,6.0,0.0,202005,202005.0,ECT13,2.0,0.944486607,0.046685616,23.45990923,0.41162376,0.902143269,0.246453129,1.598029557,1.145760059,1.626545156,1.32255884,0.395338978,0.358804188,15507.0,0.571066091,0.019797511,0.031340685,0.0,0.0,0.009802025,0.785838654,0.0,79.0,0.860816944,0.5002721829069134,0.2759934676102341,0.6107784431137725,0.2879695155144257,0.7256396298312466,0.9101796407185628,0.4463799673380512,0.8633641807294502,0.5634186173108329,0.7485029940119761,0.4126292868807839,0.4784975503538378,0.4055525313010343,0.8350571584104518,0.749047359825803,0.3304300489929232,0.8252585737615677,0.34403919433859553,0.3304300489929232,0.32335329341317365,0.7985846488840501,0.5002721829069134,0.2392638036809816,0.4703320631464344
85-ECT0010,ECT13,4,4.0,0.0,202006,202006.0,ECT13,2.0,0.935982024,0.047049982,22.74362606,0.394157831,0.872545113,0.254239499,1.620136187,1.129440118,1.490619596,1.278647319,0.380812257,0.387576102,16057.0,0.567339718,0.031575014,0.028585664,0.0,0.0,0.023478857,0.764526375,0.0,91.0,0.917847025,0.5002721829069134,0.2759934676102341,0.8437670114316821,0.35764833968426785,0.6799129014697877,0.8987479586281981,0.502449646162221,0.9444746869896571,0.5715841045182363,0.6744692433315188,0.37833424060968973,0.4501905280348394,0.4518236254763201,0.6113228089275994,0.7708219923788786,0.3304300489929232,0.8786064235166031,0.326619488296135,0.26510615133369625,0.3010342950462711,0.9602612955906369,0.5002721829069134,0.2320133853876185,0.37615677735438213
85-ECT0010,ECT13,8,8.0,0.0,202007,202007.0,ECT13,2.0,0.922072888,0.047907929,22.08608321,0.379787034,0.850973868,0.260286339,1.401878914,1.235165214,1.543754349,1.323848295,0.458961837,0.469022498,15394.0,0.548855578,0.021047161,0.030531376,0.0,0.006755879,0.03299987,0.679875276,0.0,97.0,0.837876614,0.5002721829069134,0.7103973870440936,0.5117038649972782,0.3990201415351116,0.6298312465977136,0.8448557430593359,0.6358192705498095,0.8769733260751225,0.4757757212847033,0.6216657593903103,0.4066412629286881,0.5998911268372347,0.597713663581927,0.4229722373434948,0.7441480675013609,0.3304300489929232,0.8949373979314099,0.3445835601524224,0.28579205225911813,0.22645617855198694,0.9847577572128471,0.5002721829069134,0.26993865030674846,0.2754491017964072
