PART_NO,EQP_NO,STOCK_EVENT_TIME,QTY,PM,TS,ENG,NST,MFG_MONTH,TOOL_ID,M_NUM,UP_TIME,C_UP_TIME,LOT_SIZE,C_LOT_SIZE,EQP_UTIL,C_EQP_UTIL,EQP_AVAIL_RATE,TC,PROCESS_TIME,PROCESS_JOBTIME,INLINE_CT_LOT,INLINE_CT_WAFER,MOVE_QTY,C_TC,ENG_LOT_RATE,HOT_LOT_RATE,BACKUP_BY_RATE,BACKUP_FOR_RATE,RWORK_LOT_RATE,QUE_LOT_RATE,SAMPLING_RATE,NUM_RECIPE,CHANGE_RECIPE,Holiday,Days
85-ECT0010,EUT58,2020-02-29,6,6.0,0.0,0.0,0.0,202002,EUT58,3.0,0.951304055,0.040241597,22.59633028,0.496862207,0.924369966,0.23226514,1.672782875,3.377286184,3.391948904,3.110223624,0.535261372,0.551115837,9852.0,0.4831485,0.002233049,0.027101096,0,0.0,0.001319529,0.998680471,0,15,0.940366972,10,29
85-ECT0010,EUT59,2020-02-29,9,9.0,0.0,0.0,0.0,202002,EUT59,3.0,0.916796013,0.041703542,22.56179775,0.497841383,0.880551936,0.243654861,1.761428571,2.119585749,2.722217857,2.453738095,0.450193932,0.459650961,12048.0,0.525914439,0.000996016,0.013280212,0,0.0,0.0,1.0,0,25,0.868913858,10,29
85-ECT0010,EUT60,2020-02-29,6,6.0,0.0,0.0,0.0,202002,EUT60,2.0,0.932455296,0.040922577,23.19155844,0.48464895,0.881927707,0.243110538,3.810064935,3.805238095,3.817982504,3.584500361,0.373879645,0.387778849,7143.0,0.208658207,0.000839983,0.02099958,0,0.0,0.0,1.0,0,8,0.948051948,10,29
85-ECT0010,EUT61,2020-02-29,7,7.0,0.0,0.0,0.0,202002,EUT61,2.0,0.906445117,0.042079366,25.08602151,0.448717733,0.883017523,0.242649102,4.032258065,1.890130719,3.366797386,2.482729285,0.497005082,0.501024482,6999.0,0.504362784,0.0,0.003714816,0,0.0,0.0,1.0,0,9,0.577060932,10,29
85-EKA0190,EHA01,2020-02-29,25,25.0,0.0,0.0,0.0,202002,EHA01,4.0,0.960696398,0.042341713,21.78043478,0.47269472,0.116160006,1.850839548,0.254347826,0.705375587,0.953233092,0.761221618,0.111608243,0.110309734,10019.0,0.496661391,0.007785208,0.02495259,0,0.862760755,0.006288053,0.0,0,17,0.304347826,10,29
85-EKA0270,EHA01,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA01,4.0,0.960696398,0.042341713,21.78043478,0.47269472,0.116160006,1.850839548,0.254347826,0.705375587,0.953233092,0.761221618,0.111608243,0.110309734,10019.0,0.496661391,0.007785208,0.02495259,0,0.862760755,0.006288053,0.0,0,17,0.304347826,10,29
85-EMA0130,EHA01,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA01,4.0,0.960696398,0.042341713,21.78043478,0.47269472,0.116160006,1.850839548,0.254347826,0.705375587,0.953233092,0.761221618,0.111608243,0.110309734,10019.0,0.496661391,0.007785208,0.02495259,0,0.862760755,0.006288053,0.0,0,17,0.304347826,10,29
85-EMA0920,EHA01,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA01,4.0,0.960696398,0.042341713,21.78043478,0.47269472,0.116160006,1.850839548,0.254347826,0.705375587,0.953233092,0.761221618,0.111608243,0.110309734,10019.0,0.496661391,0.007785208,0.02495259,0,0.862760755,0.006288053,0.0,0,17,0.304347826,10,29
85-EKA0190,EHA03,2020-02-29,5,5.0,0.0,0.0,0.0,202002,EHA03,4.0,0.962568725,0.042069993,22.1792976,0.467826542,0.12633761,1.728023575,0.284195933,0.672237485,0.891327788,0.714194907,0.12715727,0.117483534,11999.0,0.535767044,0.004000333,0.066672223,0,0.639386616,0.006417201,0.0,0,15,0.421441774,10,29
85-EKA0270,EHA03,2020-02-29,1,1.0,0.0,0.0,0.0,202002,EHA03,4.0,0.962568725,0.042069993,22.1792976,0.467826542,0.12633761,1.728023575,0.284195933,0.672237485,0.891327788,0.714194907,0.12715727,0.117483534,11999.0,0.535767044,0.004000333,0.066672223,0,0.639386616,0.006417201,0.0,0,15,0.421441774,10,29
85-EMA0920,EHA03,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA03,4.0,0.962568725,0.042069993,22.1792976,0.467826542,0.12633761,1.728023575,0.284195933,0.672237485,0.891327788,0.714194907,0.12715727,0.117483534,11999.0,0.535767044,0.004000333,0.066672223,0,0.639386616,0.006417201,0.0,0,15,0.421441774,10,29
85-EKA0190,EHA04,2020-02-29,4,4.0,0.0,0.0,0.0,202002,EHA04,4.0,0.942067341,0.042872336,23.524618,0.442894099,0.236235061,0.93274802,0.637096774,1.053024691,1.66725099,1.239087908,0.534463938,0.533462637,13856.0,0.657904873,0.00317552,0.025259815,0,0.194644919,0.003247691,0.804633372,0,17,0.774193548,10,29
85-EKA0270,EHA04,2020-02-29,3,3.0,0.0,0.0,0.0,202002,EHA04,4.0,0.942067341,0.042872336,23.524618,0.442894099,0.236235061,0.93274802,0.637096774,1.053024691,1.66725099,1.239087908,0.534463938,0.533462637,13856.0,0.657904873,0.00317552,0.025259815,0,0.194644919,0.003247691,0.804633372,0,17,0.774193548,10,29
85-EMA0130,EHA04,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA04,4.0,0.942067341,0.042872336,23.524618,0.442894099,0.236235061,0.93274802,0.637096774,1.053024691,1.66725099,1.239087908,0.534463938,0.533462637,13856.0,0.657904873,0.00317552,0.025259815,0,0.194644919,0.003247691,0.804633372,0,17,0.774193548,10,29
85-EMA0910,EHA04,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA04,4.0,0.942067341,0.042872336,23.524618,0.442894099,0.236235061,0.93274802,0.637096774,1.053024691,1.66725099,1.239087908,0.534463938,0.533462637,13856.0,0.657904873,0.00317552,0.025259815,0,0.194644919,0.003247691,0.804633372,0,17,0.774193548,10,29
85-EMA0920,EHA04,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA04,4.0,0.942067341,0.042872336,23.524618,0.442894099,0.236235061,0.93274802,0.637096774,1.053024691,1.66725099,1.239087908,0.534463938,0.533462637,13856.0,0.657904873,0.00317552,0.025259815,0,0.194644919,0.003247691,0.804633372,0,17,0.774193548,10,29
85-EKA0190,EHA05,2020-02-29,10,10.0,0.0,0.0,0.0,202002,EHA05,4.0,0.935446428,0.043064735,23.753003,0.440463117,0.723953991,0.303577923,0.699078237,0.489117897,0.644882719,0.561513664,0.487672654,0.460676478,31639.0,0.486448622,0.008154493,0.05505863,0,0.0,0.00606846,0.910490218,0,72,0.807057057,10,29
85-EKA0270,EHA05,2020-02-29,7,7.0,0.0,0.0,0.0,202002,EHA05,4.0,0.935446428,0.043064735,23.753003,0.440463117,0.723953991,0.303577923,0.699078237,0.489117897,0.644882719,0.561513664,0.487672654,0.460676478,31639.0,0.486448622,0.008154493,0.05505863,0,0.0,0.00606846,0.910490218,0,72,0.807057057,10,29
85-EMA0130,EHA05,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA05,4.0,0.935446428,0.043064735,23.753003,0.440463117,0.723953991,0.303577923,0.699078237,0.489117897,0.644882719,0.561513664,0.487672654,0.460676478,31639.0,0.486448622,0.008154493,0.05505863,0,0.0,0.00606846,0.910490218,0,72,0.807057057,10,29
85-EMA0910,EHA05,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA05,4.0,0.935446428,0.043064735,23.753003,0.440463117,0.723953991,0.303577923,0.699078237,0.489117897,0.644882719,0.561513664,0.487672654,0.460676478,31639.0,0.486448622,0.008154493,0.05505863,0,0.0,0.00606846,0.910490218,0,72,0.807057057,10,29
85-EMA0920,EHA05,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA05,4.0,0.935446428,0.043064735,23.753003,0.440463117,0.723953991,0.303577923,0.699078237,0.489117897,0.644882719,0.561513664,0.487672654,0.460676478,31639.0,0.486448622,0.008154493,0.05505863,0,0.0,0.00606846,0.910490218,0,72,0.807057057,10,29
85-EKA0190,EKA01,2020-02-29,55,55.0,0.0,0.0,0.0,202002,EKA01,3.0,0.929369349,0.042336427,23.16803585,0.466330997,0.783567446,0.276192229,0.943925234,0.509233716,0.668238105,0.593076088,0.25920013,0.28434748,31022.0,0.334234225,0.012475018,0.006189156,0,0.0,0.0034814,0.436980208,0,197,0.880507842,10,29
85-EKA0270,EKA01,2020-02-29,1,1.0,0.0,0.0,0.0,202002,EKA01,3.0,0.929369349,0.042336427,23.16803585,0.466330997,0.783567446,0.276192229,0.943925234,0.509233716,0.668238105,0.593076088,0.25920013,0.28434748,31022.0,0.334234225,0.012475018,0.006189156,0,0.0,0.0034814,0.436980208,0,197,0.880507842,10,29
85-EMA0130,EKA01,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EKA01,3.0,0.929369349,0.042336427,23.16803585,0.466330997,0.783567446,0.276192229,0.943925234,0.509233716,0.668238105,0.593076088,0.25920013,0.28434748,31022.0,0.334234225,0.012475018,0.006189156,0,0.0,0.0034814,0.436980208,0,197,0.880507842,10,29
85-EMA0910,EKA01,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EKA01,3.0,0.929369349,0.042336427,23.16803585,0.466330997,0.783567446,0.276192229,0.943925234,0.509233716,0.668238105,0.593076088,0.25920013,0.28434748,31022.0,0.334234225,0.012475018,0.006189156,0,0.0,0.0034814,0.436980208,0,197,0.880507842,10,29
85-EMA0920,EKA01,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EKA01,3.0,0.929369349,0.042336427,23.16803585,0.466330997,0.783567446,0.276192229,0.943925234,0.509233716,0.668238105,0.593076088,0.25920013,0.28434748,31022.0,0.334234225,0.012475018,0.006189156,0,0.0,0.0034814,0.436980208,0,197,0.880507842,10,29
85-EKA0190,EKA03,2020-02-29,40,40.0,0.0,0.0,0.0,202002,EKA03,3.0,0.893845167,0.044067106,23.86118721,0.454095189,0.603361438,0.357978404,0.776258681,0.777881741,0.774830006,0.710584672,0.238567392,0.242614003,26128.0,0.359881353,0.006927434,0.012706675,0,0.0,0.007999081,0.179577465,0,79,0.908675799,10,29
85-EKA0270,EKA03,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EKA03,3.0,0.893845167,0.044067106,23.86118721,0.454095189,0.603361438,0.357978404,0.776258681,0.777881741,0.774830006,0.710584672,0.238567392,0.242614003,26128.0,0.359881353,0.006927434,0.012706675,0,0.0,0.007999081,0.179577465,0,79,0.908675799,10,29
85-EMA0130,EKA03,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EKA03,3.0,0.893845167,0.044067106,23.86118721,0.454095189,0.603361438,0.357978404,0.776258681,0.777881741,0.774830006,0.710584672,0.238567392,0.242614003,26128.0,0.359881353,0.006927434,0.012706675,0,0.0,0.007999081,0.179577465,0,79,0.908675799,10,29
85-EMA0920,EKA03,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EKA03,3.0,0.893845167,0.044067106,23.86118721,0.454095189,0.603361438,0.357978404,0.776258681,0.777881741,0.774830006,0.710584672,0.238567392,0.242614003,26128.0,0.359881353,0.006927434,0.012706675,0,0.0,0.007999081,0.179577465,0,79,0.908675799,10,29
85-EKA0190,EKA04,2020-02-29,10,10.0,0.0,0.0,0.0,202002,EKA04,2.0,0.977389952,0.040285443,24.46686747,0.444273397,0.271202131,0.802130296,0.644578313,1.112868732,1.292884036,1.138768407,0.176643972,0.179437404,8123.0,0.504599177,0.001231072,0.04702696,0,0.0,0.008248184,0.0,0,7,0.569277108,10,29
85-EKA0270,EKA04,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EKA04,2.0,0.977389952,0.040285443,24.46686747,0.444273397,0.271202131,0.802130296,0.644578313,1.112868732,1.292884036,1.138768407,0.176643972,0.179437404,8123.0,0.504599177,0.001231072,0.04702696,0,0.0,0.008248184,0.0,0,7,0.569277108,10,29
85-EKA0190,EKA53,2020-02-29,30,30.0,0.0,0.0,0.0,202002,EKA53,3.0,0.926658533,0.042299581,23.75995316,0.458927379,0.511893829,0.423999107,1.673791643,0.506732896,0.652329097,0.537869087,0.185297115,0.206696142,20291.0,0.491149054,0.00285841,0.000591395,0,0.0,0.0,0.685279188,0,65,0.829039813,10,29
85-EKA0270,EKA53,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EKA53,3.0,0.926658533,0.042299581,23.75995316,0.458927379,0.511893829,0.423999107,1.673791643,0.506732896,0.652329097,0.537869087,0.185297115,0.206696142,20291.0,0.491149054,0.00285841,0.000591395,0,0.0,0.0,0.685279188,0,65,0.829039813,10,29
85-EMA0130,EKA53,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EKA53,3.0,0.926658533,0.042299581,23.75995316,0.458927379,0.511893829,0.423999107,1.673791643,0.506732896,0.652329097,0.537869087,0.185297115,0.206696142,20291.0,0.491149054,0.00285841,0.000591395,0,0.0,0.0,0.685279188,0,65,0.829039813,10,29
85-EKA0270,EHA02,2020-02-29,6,6.0,0.0,0.0,0.0,202002,EHA02,4.0,0.947574039,0.042816871,23.74702703,0.435547853,0.878070422,0.244613352,0.815366368,0.709720224,1.02049303,0.878071809,0.626185003,0.651021114,21966.0,0.550348206,0.008057908,0.055130656,0,0.000273149,0.007557134,0.981790039,0,104,0.763243243,10,29
85-EMA0130,EHA02,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA02,4.0,0.947574039,0.042816871,23.74702703,0.435547853,0.878070422,0.244613352,0.815366368,0.709720224,1.02049303,0.878071809,0.626185003,0.651021114,21966.0,0.550348206,0.008057908,0.055130656,0,0.000273149,0.007557134,0.981790039,0,104,0.763243243,10,29
85-EMA0910,EHA02,2020-02-29,0,0.0,0.0,0.0,0.0,202002,EHA02,4.0,0.947574039,0.042816871,23.74702703,0.435547853,0.878070422,0.244613352,0.815366368,0.709720224,1.02049303,0.878071809,0.626185003,0.651021114,21966.0,0.550348206,0.008057908,0.055130656,0,0.000273149,0.007557134,0.981790039,0,104,0.763243243,10,29
