PART_NO,EQP_NO,QTY,PM,TS,MFG_MONTH,Tool.MFG_MONTH,Tool.TOOL_ID,Tool.M_NUM,Tool.UP_TIME,Tool.C_UP_TIME,Tool.LOT_SIZE,Tool.C_LOT_SIZE,Tool.EQP_UTIL,Tool.C_EQP_UTIL,Tool.EQP_AVAIL_RATE,Tool.TC,Tool.PROCESS_TIME,Tool.PROCESS_JOBTIME,Tool.INLINE_CT_LOT,Tool.INLINE_CT_WAFER,Tool.MOVE_QTY,Tool.C_TC,Tool.ENG_LOT_RATE,Tool.HOT_LOT_RATE,Tool.BACKUP_BY_RATE,Tool.BACKUP_FOR_RATE,Tool.RWORK_LOT_RATE,Tool.QUE_LOT_RATE,Tool.SAMPLING_RATE,Tool.NUM_RECIPE,Tool.CHANGE_RECIPE
85-ECT0010,ECT72,4,4.0,0.0,202012,202012.0,ECT72,2.0,0.939088176,0.0457385,23.01189189,0.280049267,0.580805464,0.369471558,2.244864865,2.056890185,2.011107207,1.770831832,0.438215966,0.45938267,21285.5,0.485464186,0.016818566,0.053180494,0.0,0.0,0.007046885,0.910034765,0.0,40.0,0.772972973
85-ECT0010,ECT72,5,5.0,0.0,202101,202101.0,ECT72,2.0,0.953774253,0.045117042,22.71061093,0.273612999,0.568898808,0.376351976,2.278670954,2.068977809,1.959417351,1.74125521,0.413780604,0.431003655,21188.5,0.487841365,0.017886639,0.042805229,0.0,0.01109066,0.001604606,0.914719902,0.0,41.0,0.784565916
85-ECT0010,ECT72,4,4.0,0.0,202102,202102.0,ECT72,2.0,0.964644759,0.045047617,22.97186147,0.261563511,0.567577741,0.377333661,2.44534632,2.112477439,2.060667388,1.782285354,0.415668227,0.425832484,21226.0,0.498000323,0.016677659,0.036276265,0.0,0.082822953,0.001413361,0.88038255,0.0,46.0,0.774891775
85-ECT0010,ECT72,4,4.0,0.0,202103,202103.0,ECT72,2.0,0.959681234,0.044934083,22.89128205,0.254476014,0.589139343,0.363770825,2.44,2.159392361,1.992404274,1.738566952,0.383298777,0.394527443,22318.5,0.48249232,0.019803755,0.060128142,0.0,0.112460236,0.001837,0.876248936,0.0,46.0,0.8
85-ECT0010,EHT01,6,6.0,0.0,202002,202002.0,EHT01,2.0,0.962961726,0.060947634,22.54299176,0.471742095,0.860568215,0.266066966,0.993421053,1.708670139,1.804854106,1.719581506,0.483962686,0.497714268,19139.0,0.298151093,0.014316317,0.159726213,0.0,0.002455719,0.001306233,0.607503004,0.0,68.0,0.935217903
85-ECT0010,EHT01,5,5.0,0.0,202003,202003.0,EHT01,2.0,0.955580283,0.052555779,22.12625871,0.501421635,0.840531851,0.27038186,1.049162418,1.74171224,1.814367363,1.719544388,0.480035751,0.485955881,28565.0,0.305012551,0.014598285,0.141256783,0.0,0.003080693,0.00196,0.688569928,0.0,127.0,0.947327653
85-ECT0010,EHT01,6,6.0,0.0,202004,202004.0,EHT01,2.0,0.95770637,0.048777872,21.4214619,0.476930078,0.834043553,0.273659041,1.12648368,1.861496496,1.824478858,1.729702646,0.402970287,0.401103437,27548.0,0.284983486,0.020654857,0.152896762,0.0,0.007042254,0.001161609,0.750689705,0.0,128.0,0.963452566
85-ECT0010,EHT01,6,6.0,0.0,202005,202005.0,EHT01,2.0,0.961929916,0.046900627,21.60581583,0.43489785,0.836523422,0.271619496,1.095852895,1.938708709,1.87915732,1.795369501,0.393084871,0.404540449,26748.0,0.237526334,0.023590549,0.13470166,0.0,0.009196949,0.000149544,0.766375056,0.0,105.0,0.958804523
85-ECT0010,EHT01,5,5.0,0.0,202006,202006.0,EHT01,2.0,0.961686685,0.045962142,22.13673806,0.393846013,0.851831033,0.265261138,1.12641357,2.039467919,1.96970517,1.88040814,0.44496093,0.462215795,26874.0,0.239271234,0.017005284,0.134516633,0.0,0.006586292,0.003535015,0.770558905,0.0,98.0,0.94892916
85-ECT0010,EHT01,6,6.0,0.0,202007,202007.0,EHT01,2.0,0.961411279,0.045250733,22.07176656,0.370015829,0.883369646,0.254534138,1.220484754,2.174774904,1.988092477,1.907569499,0.560029727,0.560493603,27987.0,0.215664982,0.015471469,0.134669668,0.0,0.006467288,0.004037589,0.781184121,0.0,91.0,0.941640379
85-ECT0010,EHT01,5,5.0,0.0,202008,202008.0,EHT01,2.0,0.95785373,0.044914437,21.91707317,0.351535564,0.85818865,0.259788798,1.241267262,2.250533154,1.996826654,1.918993817,0.559179021,0.564665222,26958.0,0.222115236,0.018918317,0.142814749,0.0,0.00571259,0.004080421,0.811966763,0.0,92.0,0.938211382
85-ECT0010,EHT01,6,6.0,0.0,202009,202009.0,EHT01,2.0,0.956074054,0.045078534,21.87868852,0.333767335,0.827734204,0.266734199,1.319410319,2.236130673,1.97715875,1.890955728,0.536880119,0.551886999,26688.8,0.238016987,0.024763974,0.164993256,0.0,0.005657126,0.006368949,0.803012138,0.0,72.0,0.945081967
85-ECT0010,EHT01,5,5.0,0.0,202010,202010.0,EHT01,2.0,0.959473317,0.045019488,22.44048583,0.309982191,0.831300869,0.263001918,1.51738076,2.059547619,1.967270053,1.883336028,0.608347041,0.613254042,27709.5,0.235037144,0.020350725,0.152522191,0.0,0.005015516,0.004293859,0.787183373,0.0,72.0,0.953036437
85-ECT0010,EHT01,6,6.0,0.0,202011,202011.0,EHT01,2.0,0.946832434,0.04551417,22.64069952,0.294365442,0.863884614,0.251038761,1.687779434,1.987010007,1.893950571,1.79589129,0.622199833,0.638069309,28478.5,0.329103021,0.011937364,0.118074573,0.0,0.003897198,0.002984341,0.774067832,0.0,62.0,0.911764706
85-ECT0010,EHT01,6,6.0,0.0,202012,202012.0,EHT01,2.0,0.940465494,0.045461277,22.29140625,0.287474176,0.880714367,0.245186905,1.831185567,2.019920034,1.761470862,1.644804732,0.524897094,0.557936909,28527.3,0.418246959,0.013317913,0.082571058,0.0,0.004205657,0.002172923,0.718711667,0.0,80.0,0.86796875
85-ECT0010,EHT01,7,7.0,0.0,202101,202101.0,EHT01,2.0,0.935940482,0.045872548,21.77838258,0.283743264,0.882097276,0.244222334,1.90253987,1.989028088,1.698888397,1.569598018,0.47893872,0.481846227,28001.3,0.455910512,0.015603242,0.062948549,0.0,0.001142571,0.002249438,0.824079694,0.0,70.0,0.842923795
85-ECT0010,EHT01,5,5.0,0.0,202102,202102.0,EHT01,2.0,0.942488958,0.045906323,21.29848485,0.280685356,0.887555242,0.242670565,1.864391691,1.974020544,1.7115,1.588060831,0.539566628,0.527950845,28107.3,0.433748752,0.020310166,0.067617557,0.0,0.015401579,0.003058974,0.92857651,0.0,68.0,0.856818182
85-ECT0010,EHT01,6,6.0,0.0,202103,202103.0,EHT01,2.0,0.959356595,0.044764732,21.875,0.26506009,0.90323812,0.238414164,1.999409333,1.986853484,1.769208998,1.619131227,0.518975541,0.524945645,29045.5,0.441058745,0.019655766,0.072736661,0.0,0.039552496,0.003166954,0.895215146,0.0,77.0,0.868975904
85-ECT0010,EHT02,6,6.0,0.0,202002,202002.0,EHT02,2.0,0.9485716,0.061714353,22.87257618,0.466308767,0.508762309,0.44996098,1.454293629,2.02923011,2.543408741,1.945481687,0.343600787,0.355364075,8257.0,0.49961169,0.000726656,0.008114327,0.0,0.0,0.002785515,0.977958096,0.0,21.0,0.736842105
85-ECT0010,EHT02,4,4.0,0.0,202003,202003.0,EHT02,2.0,0.945111213,0.053056677,22.45662848,0.493774004,0.521846183,0.435337914,1.78396072,2.038129708,2.388813875,1.915962902,0.342084299,0.348675281,13721.0,0.488602245,0.001749144,0.016616865,0.0,0.0,0.004154216,0.966912033,0.0,51.0,0.798690671
85-ECT0010,EHT02,6,6.0,0.0,202004,202004.0,EHT02,2.0,0.900174959,0.051874069,22.24416796,0.458968608,0.514562441,0.443458508,1.991446345,2.065584877,2.178308709,1.899297996,0.308529985,0.319158783,14303.0,0.450396716,0.001957631,0.043137803,0.0,0.0,0.004824163,0.937215969,0.0,51.0,0.838258165
85-ECT0010,EHT02,3,3.0,0.0,202005,202005.0,EHT02,2.0,0.903149874,0.049933777,22.64,0.414784668,0.500528543,0.453900651,1.9296,2.076335859,2.166209333,1.979292,0.282909796,0.297607852,14150.0,0.382206054,0.002473498,0.035053004,0.0,0.0,0.00304,0.934416961,0.0,37.0,0.8288
85-ECT0010,EHT02,3,3.0,0.0,202006,202006.0,EHT02,2.0,0.96821946,0.045637107,23.46081081,0.37144887,0.53786471,0.419978281,2.147972973,2.06479798,2.195807432,2.041219219,0.279184262,0.284968251,17361.0,0.371203589,0.002073613,0.018316917,0.0,0.0,0.001324808,0.925580324,0.0,43.0,0.891891892
85-ECT0010,EHT02,6,6.0,0.0,202007,202007.0,EHT02,2.0,0.945222906,0.04599987,23.21252796,0.351681949,0.647788186,0.34691177,2.112416107,2.104827044,2.204201777,2.021644917,0.458601039,0.470070579,20752.0,0.384901574,0.001301079,0.018793369,0.0,0.0,0.002843099,0.946173863,0.0,54.0,0.881431767
85-ECT0010,EHT02,6,6.0,0.0,202008,202008.0,EHT02,2.0,0.91986494,0.046748733,23.07904192,0.333707044,0.652083753,0.341738029,1.983233533,2.141690307,2.349369927,2.052996673,0.554337228,0.560308784,19271.0,0.452302576,0.004358881,0.009548026,0.0,0.0,0.002283223,0.990763323,0.0,47.0,0.791616766
85-ECT0010,EHT02,6,6.0,0.0,202009,202009.0,EHT02,2.0,0.925923564,0.046526525,23.2605985,0.3138326,0.661007357,0.333870857,2.009351621,2.135657262,2.426668745,2.07928997,0.526105916,0.529780033,18654.5,0.467151595,0.005199678,0.012168319,0.0,0.0,0.006378987,0.978397213,0.0,28.0,0.773067332
85-ECT0010,EHT02,4,4.0,0.0,202010,202010.0,EHT02,2.0,0.951945896,0.045359892,23.46915017,0.296309188,0.666874331,0.327723183,1.955762515,2.122975427,2.423987841,2.094799185,0.565090976,0.576979739,20159.5,0.460954835,0.00639881,0.014583333,0.0,0.0,0.00639881,0.981299603,0.0,28.0,0.785797439
85-ECT0010,EHT02,5,5.0,0.0,202011,202011.0,EHT02,2.0,0.967041828,0.044555363,23.657277,0.281644458,0.649435325,0.33382439,2.274061033,2.127949346,2.432204291,2.098059142,0.495653677,0.502761965,20156.0,0.468965614,0.006548918,0.006548918,0.0,0.0,0.001289938,0.98685255,0.0,21.0,0.812206573
85-ECT0010,EHT02,3,3.0,0.0,202012,202012.0,EHT02,2.0,0.949222888,0.045028389,23.28344371,0.275155981,0.621347994,0.347441835,2.460927152,2.14829816,2.543147167,2.10198234,0.424070548,0.433510363,17578.0,0.495429114,0.002616759,0.00967063,0.0,0.0,0.00620058,0.967062973,0.0,25.0,0.790728477
85-ECT0010,EHT02,4,4.0,0.0,202101,202101.0,EHT02,2.0,0.941867492,0.045570284,23.19178082,0.26638749,0.53162643,0.405194419,2.380517504,2.210792023,2.803305429,2.187094115,0.392959722,0.399110095,15235.5,0.497001372,0.002100151,0.018835729,0.0,0.0,0.008728752,0.959703354,0.0,24.0,0.744292237
85-ECT0010,EHT02,6,6.0,0.0,202102,202102.0,EHT02,2.0,0.948719533,0.04559329,23.01895735,0.259647466,0.616879327,0.349074546,2.759083728,2.249544557,2.878674741,2.211224767,0.426316409,0.439294462,14570.5,0.492477405,0.002882438,0.027932194,0.0,0.0,0.005284469,0.899183309,0.0,23.0,0.764612954
85-ECT0010,EHT02,5,5.0,0.0,202103,202103.0,EHT02,2.0,0.949228839,0.045231793,22.74652241,0.254847839,0.641297074,0.335720001,2.973724884,2.296258926,2.94507685,2.254837713,0.462236551,0.485724899,14715.8,0.49830512,0.003397432,0.037032004,0.0,0.008901271,0.013725623,0.878643745,0.0,35.0,0.780525502
85-ECT0010,EHT03,6,6.0,0.0,202002,202002.0,EHT03,2.0,0.935230554,0.062431042,22.25382653,0.480425404,0.961251909,0.238169732,1.091091493,1.316652829,2.003008516,1.510736133,1.394043448,1.235968028,17447.0,0.534180561,0.018627844,0.077663782,0.0,0.000343899,0.00797,0.646758755,0.0,85.0,0.783163265
85-ECT0010,EHT03,6,6.0,0.0,202003,202003.0,EHT03,2.0,0.944394799,0.053015663,22.25183974,0.498020615,0.962390984,0.236108107,1.170494259,1.330116339,1.996167416,1.496947218,1.225976631,1.020405822,27214.0,0.536106646,0.022561917,0.072756669,0.0,0.001910781,0.005291394,0.716910414,0.0,147.0,0.759607522
85-ECT0010,EHT03,5,5.0,0.0,202004,202004.0,EHT03,2.0,0.955263486,0.048836774,22.09766277,0.461678979,0.919423696,0.248129632,1.375393494,1.358003704,1.950586452,1.516843156,0.728182706,0.580206023,26473.0,0.540629462,0.024402221,0.085332225,0.0,0.00200204,0.005212858,0.737543913,0.0,160.0,0.808013356
85-ECT0010,EHT03,6,6.0,0.0,202005,202005.0,EHT03,2.0,0.946136038,0.047626277,21.72766323,0.431908105,0.895424704,0.253647948,1.425675676,1.383602579,1.917433085,1.591058069,0.470025324,0.434305634,25291.0,0.519331646,0.02763829,0.07662805,0.0,0.001265272,0.007196236,0.726819817,0.0,158.0,0.869415808
85-ECT0010,EHT03,6,6.0,0.0,202006,202006.0,EHT03,2.0,0.944785796,0.046737752,21.35888502,0.40775313,0.899808323,0.250992651,1.28562341,1.481230434,1.983539193,1.694267388,0.571472602,0.550251392,24520.0,0.49133034,0.031158238,0.059420881,0.0,0.001712887,0.00754,0.770921697,0.0,151.0,0.880662021
85-ECT0010,EHT03,4,4.0,0.0,202007,202007.0,EHT03,2.0,0.942328869,0.046114598,20.76622222,0.39289144,0.858358642,0.261721468,1.305079156,1.566309982,1.989046834,1.709304456,0.742246386,0.649870045,23362.0,0.505585748,0.033601575,0.061895386,0.0,0.002268641,0.007405188,0.761835459,0.0,140.0,0.844444444
85-ECT0010,EHT03,6,6.0,0.0,202008,202008.0,EHT03,2.0,0.941806088,0.04563684,20.22325976,0.380639444,0.837254706,0.266066348,1.385992462,1.969434282,1.854921657,1.597431951,0.664166601,0.592424261,23823.0,0.486676471,0.04210217,0.08030055,0.0,0.00201486,0.010745918,0.764009571,0.0,159.0,0.823429542
85-ECT0010,EHT03,6,6.0,0.0,202009,202009.0,EHT03,2.0,0.93559174,0.04602506,20.97913189,0.347811017,0.869014213,0.253899395,1.364942529,2.33531665,1.869577302,1.633856783,0.70667133,0.670702247,25132.0,0.445836476,0.034655632,0.095969443,0.0,0.002108781,0.011817133,0.785222616,0.0,113.0,0.849749583
85-ECT0010,EHT03,6,6.0,0.0,202010,202010.0,EHT03,2.0,0.929212843,0.046451359,20.84896266,0.333416794,0.909677174,0.240230205,1.267990074,2.375864914,1.950856769,1.662018886,0.892499978,0.805386304,25118.3,0.475083987,0.025355252,0.088643872,0.0,0.002547466,0.00975202,0.819368706,0.0,102.0,0.829045643
85-ECT0010,EHT03,5,5.0,0.0,202011,202011.0,EHT03,2.0,0.953358989,0.045181154,20.86226115,0.31926351,0.885838412,0.244701755,1.254976581,2.4111904,1.873299831,1.572688817,0.725573479,0.638999776,26196.3,0.491883611,0.023814067,0.082585963,0.0,0.000877762,0.007709041,0.821737969,0.0,96.0,0.813694268
85-ECT0010,EHT03,7,7.0,0.0,202012,202012.0,EHT03,2.0,0.936637966,0.045618257,21.47068146,0.298292333,0.888100669,0.243052443,1.251032448,2.323032222,1.849957719,1.563988856,0.653052039,0.624172172,27091.5,0.493924418,0.019006495,0.07392235,0.0,0.000922645,0.006975199,0.790079717,0.0,85.0,0.822503962
85-ECT0010,EHT03,4,4.0,0.0,202101,202101.0,EHT03,2.0,0.931896212,0.046043898,21.41204437,0.288444031,0.903127155,0.238498093,1.318077803,2.283512047,1.865647883,1.564603674,0.776264103,0.727641229,27020.5,0.504530564,0.022611206,0.054400118,0.0,0.008918659,0.005514026,0.779735031,0.0,86.0,0.816957211
85-ECT0010,EHT03,5,5.0,0.0,202102,202102.0,EHT03,2.0,0.933322306,0.046332358,21.71439873,0.275172677,0.875026236,0.246057825,1.385985066,2.23573974,1.802124577,1.50664066,0.707055758,0.63072318,27447.0,0.506975489,0.022078916,0.051080264,0.0,0.036761759,0.003096878,0.799358764,0.0,84.0,0.825158228
85-ECT0010,EHT03,5,5.0,0.0,202103,202103.0,EHT03,2.0,0.958898533,0.044767621,21.8,0.265846725,0.886302127,0.242887885,1.332860386,2.280036669,1.814607769,1.523492244,0.616130371,0.569043511,28776.0,0.504421159,0.019912427,0.064880456,0.0,0.040554629,0.003718376,0.808590492,0.0,86.0,0.836363636
85-ECT0010,EHT04,5,5.0,0.0,202002,202002.0,EHT04,2.0,0.960028516,0.060682013,23.32695811,0.459724274,0.893829138,0.2558097,0.784581498,1.259260753,1.477496329,1.369176456,0.980883709,0.954473539,25613.0,0.24125344,0.007144809,0.02365986,0.0,0.0,0.002850115,0.895365635,0.0,55.0,0.895264117
85-ECT0010,EHT04,5,5.0,0.0,202003,202003.0,EHT04,2.0,0.956249952,0.052287762,23.3974437,0.473478112,0.880285128,0.257928027,0.796776051,1.09286385,1.498121442,1.380291051,0.849634067,0.814532372,38442.0,0.297673702,0.006971542,0.019796056,0.0,0.0,0.002029031,0.884137142,0.0,96.0,0.897748022
85-ECT0010,EHT04,7,7.0,0.0,202004,202004.0,EHT04,2.0,0.944822316,0.049323616,23.15649123,0.440316105,0.829673843,0.274743832,0.879017586,1.18209923,1.558176504,1.37865255,0.533265201,0.519678716,32998.0,0.444739894,0.007485302,0.021819504,0.0,0.0,0.002424389,0.83380811,0.0,111.0,0.898947368
85-ECT0010,EHT04,6,6.0,0.0,202005,202005.0,EHT04,2.0,0.923660797,0.048746974,23.20771046,0.404147312,0.795466582,0.285310616,0.875476493,1.220872734,1.585575498,1.375034766,0.363843681,0.352809368,29497.0,0.504334827,0.009187375,0.041529647,0.0,0.0,0.006610842,0.770552938,0.0,118.0,0.856018883
85-ECT0010,EHT04,5,5.0,0.0,202006,202006.0,EHT04,2.0,0.930589998,0.04741821,23.3985623,0.372037293,0.782209451,0.288546963,0.861867704,1.22926931,1.608805483,1.393588593,0.3692477,0.359983256,29295.0,0.516665334,0.007578085,0.050349889,0.0,0.0,0.009114183,0.755965182,0.0,113.0,0.868210863
85-ECT0010,EHT04,5,5.0,0.0,202007,202007.0,EHT04,2.0,0.958455369,0.045319257,23.36598746,0.349033027,0.775799895,0.289417667,0.889114266,1.301338127,1.681427954,1.46949722,0.411067718,0.400838406,29815.0,0.508969928,0.007378836,0.04279725,0.0,0.000436022,0.005299346,0.738420258,0.0,103.0,0.909090909
85-ECT0010,EHT04,5,5.0,0.0,202008,202008.0,EHT04,2.0,0.961700617,0.044678301,23.43585657,0.328341832,0.771185772,0.288724817,0.891959799,1.644922145,1.734912459,1.54763181,0.464063547,0.451952642,29412.0,0.455092463,0.007343941,0.026179791,0.0,0.000543996,0.001563987,0.789065687,0.0,107.0,0.869322709
85-ECT0010,EHT04,5,5.0,0.0,202009,202009.0,EHT04,2.0,0.968103332,0.044470896,23.62960063,0.308701593,0.770903369,0.286093254,0.867931281,1.911634478,1.685620377,1.525475225,0.513454227,0.509997774,30175.0,0.398518048,0.006396023,0.030024855,0.0,9.94e-05,0.001855841,0.851565866,0.0,71.0,0.852779953
85-ECT0010,EHT04,5,5.0,0.0,202010,202010.0,EHT04,2.0,0.962628128,0.044828031,23.46013168,0.296220352,0.798006855,0.2737531,0.795911528,1.817813697,1.617560322,1.479616473,0.484167388,0.494237531,32069.5,0.387291391,0.006672903,0.040037418,0.0,3.12e-05,0.00208918,0.856314312,0.0,72.0,0.871982443
85-ECT0010,EHT04,5,5.0,0.0,202011,202011.0,EHT04,2.0,0.947572717,0.045441785,23.38534279,0.284740718,0.771732994,0.280786817,0.856445313,1.798100313,1.610600224,1.425783782,0.40995512,0.416781947,29674.3,0.466146766,0.008188435,0.052298153,0.0,3.37e-05,0.003133846,0.85874107,0.0,63.0,0.842395587
85-ECT0010,EHT04,6,6.0,0.0,202012,202012.0,EHT04,2.0,0.946210487,0.045142672,23.77742194,0.269292847,0.800626649,0.269531184,0.851463104,1.875326974,1.677937871,1.451533962,0.605996512,0.598120481,29696.3,0.489207625,0.007071183,0.067647653,0.0,0.000168362,0.003872315,0.855175433,0.0,66.0,0.81265012
85-ECT0010,EHT04,6,6.0,0.0,202101,202101.0,EHT04,2.0,0.961407768,0.04462199,23.67396226,0.260829166,0.842348257,0.255654027,0.829142489,2.0221891,1.758779282,1.540043162,0.648297171,0.625018734,31367.5,0.455778306,0.008543739,0.074917113,0.0,0.00589773,0.001912777,0.870696251,0.0,69.0,0.864150943
85-ECT0010,EHT04,4,4.0,0.0,202102,202102.0,EHT04,2.0,0.97034145,0.044560707,23.59634425,0.253175355,0.828339376,0.259870833,0.902576996,1.999096908,1.736908304,1.505567952,0.503090692,0.503159173,30982.0,0.481050979,0.007326835,0.076237816,0.0,0.009844426,0.001839778,0.872700278,0.0,74.0,0.875095202
85-ECT0010,EHT04,7,7.0,0.0,202103,202103.0,EHT04,2.0,0.958520942,0.044777093,23.67070401,0.244792237,0.845780483,0.254479392,0.921367521,1.971596999,1.689005698,1.422920861,0.51393903,0.517598552,31269.0,0.515428339,0.005532636,0.066359653,0.0,0.006396111,0.001982794,0.832102082,0.0,77.0,0.840272521
85-ECT0010,EHT05,5,5.0,0.0,202002,202002.0,EHT05,2.0,0.957006398,0.060732015,23.23431734,0.462887903,0.767992953,0.2969728,0.959006211,1.835644972,2.413293651,1.72779158,0.792469232,0.815487768,12593.0,0.548956307,0.006035099,0.069483046,0.0,0.0,0.007464464,0.682919082,0.0,28.0,0.592250923
85-ECT0010,EHT05,2,2.0,0.0,202003,202003.0,EHT05,2.0,0.956289375,0.052215295,22.59052925,0.490130709,0.573950519,0.395236066,0.929696288,2.031734417,2.32824272,1.799107924,0.741679035,0.699202953,16220.0,0.533558723,0.009679408,0.074907522,0.0,0.0,0.005425401,0.626202219,0.0,44.0,0.69637883
85-ECT0010,EHT05,3,3.0,0.0,202004,202004.0,EHT05,2.0,0.963241227,0.04834388,21.64130435,0.470779281,0.436951109,0.521961768,0.906160458,2.328039906,2.035089542,1.760256686,0.323587283,0.351426717,13937.0,0.441756585,0.014709048,0.081079142,0.0,0.0,0.005811868,0.512018368,0.0,55.0,0.804347826
85-ECT0010,EHT05,4,4.0,0.0,202005,202005.0,EHT05,2.0,0.961374789,0.046806955,22.17396907,0.42271836,0.534758058,0.424266716,0.830188679,1.828390805,1.857344,1.627442348,0.333139272,0.373473567,17207.0,0.455930063,0.016621143,0.090835125,0.0,0.0,0.005869704,0.366071947,0.0,73.0,0.835051546
85-ECT0010,EHT05,4,4.0,0.0,202006,202006.0,EHT05,2.0,0.955007825,0.046179648,23.19358289,0.375145367,0.623325394,0.361882541,0.850463353,1.394622422,1.709587663,1.469896799,0.332309549,0.360332058,21686.0,0.539593178,0.011712626,0.107212026,0.0,0.0,0.004334594,0.250484183,0.0,77.0,0.842780749
85-ECT0010,EHT05,4,4.0,0.0,202007,202007.0,EHT05,2.0,0.956477076,0.045392326,23.22190746,0.351049728,0.638167719,0.351650299,0.825238854,1.430118238,1.689352442,1.455882431,0.330607639,0.345905713,24592.0,0.510206533,0.007075472,0.080920625,0.0,0.0,0.005367599,0.200797007,0.0,62.0,0.838526912
85-ECT0010,EHT05,3,3.0,0.0,202008,202008.0,EHT05,2.0,0.944667766,0.045461745,22.39396709,0.343471192,0.640334226,0.347566043,0.788604459,1.78005623,1.67699055,1.476806129,0.334252531,0.360733571,24499.0,0.428910181,0.010245316,0.061022899,0.0,0.0,0.005061431,0.258745255,0.0,69.0,0.827239488
85-ECT0010,EHT05,8,8.0,0.0,202009,202009.0,EHT05,2.0,0.926196579,0.046463174,22.27039848,0.327414954,0.697139469,0.316223486,0.857859532,1.986009374,1.799949368,1.594190124,0.505309316,0.546794577,23472.0,0.43252516,0.010522728,0.054914157,0.0,0.0,0.006645934,0.400545307,0.0,55.0,0.810246679
85-ECT0010,EHT05,4,4.0,0.0,202010,202010.0,EHT05,2.0,0.94352503,0.045717946,22.86286286,0.303860223,0.701267533,0.311392817,0.869252874,2.172006917,2.080650277,1.825743401,0.63576298,0.644591992,22839.0,0.457188526,0.007880911,0.052889667,0.0,0.0,0.004597198,0.463397548,0.0,50.0,0.780780781
85-ECT0010,EHT05,4,4.0,0.0,202011,202011.0,EHT05,2.0,0.959027117,0.044887502,22.61330327,0.29437142,0.624707032,0.346767626,0.920265781,2.283613256,2.231767257,1.933461302,0.510990205,0.529713607,20058.0,0.481940343,0.010818626,0.058978961,0.0,0.0,0.001495663,0.500049855,0.0,46.0,0.777903044
85-ECT0010,EHT05,6,6.0,0.0,202012,202012.0,EHT05,2.0,0.951349096,0.044885943,23.07278481,0.277443873,0.731767782,0.294796482,1.049245785,2.566493333,2.16290767,1.875889776,0.547695188,0.565961894,21873.0,0.500112002,0.014172724,0.050381749,0.0,0.0,0.002423079,0.542815343,0.0,49.0,0.772151899
85-ECT0010,EHT05,6,6.0,0.0,202101,202101.0,EHT05,2.0,0.942747169,0.045491778,23.26905418,0.265305857,0.866763586,0.248412253,1.057512581,2.639413121,2.083299984,1.803747304,0.651530266,0.664335166,25340.0,0.503225404,0.01124704,0.056314128,0.0,0.0,0.001026046,0.541041831,0.0,44.0,0.749311295
85-ECT0010,EHT05,5,5.0,0.0,202102,202102.0,EHT05,2.0,0.942998264,0.045840311,23.17486339,0.257723066,0.848842511,0.25354735,0.995581738,2.603131614,2.0772437,1.800981836,0.718093687,0.707039213,25446.0,0.493072597,0.006327124,0.070345044,0.0,0.0,0.00035369,0.548416254,0.0,41.0,0.738615665
85-ECT0010,EHT05,7,7.0,0.0,202103,202103.0,EHT05,2.0,0.89998958,0.047684866,23.15255814,0.250219078,0.838231277,0.256722924,0.99687744,2.63497453,2.077779296,1.794353803,0.708203922,0.691640419,24887.5,0.472080666,0.005866045,0.057856885,0.0,0.0,0.006267829,0.547189521,0.0,42.0,0.738604651
85-ECT0010,EHT06,7,7.0,0.0,202002,202002.0,EHT06,2.0,0.955499866,0.060684396,23.01188455,0.468591115,0.634548481,0.358661906,1.935483871,1.996039199,2.252508961,1.94169119,0.41064465,0.397416314,13554.0,0.473982184,0.003688948,0.023092814,0.0,0.0,0.017633171,0.713516305,0.0,27.0,0.870967742
85-ECT0010,EHT06,8,8.0,0.0,202003,202003.0,EHT06,2.0,0.94007524,0.053034207,23.15217391,0.478047999,0.66697809,0.339615361,1.897282609,2.020722656,2.227264795,1.969866848,0.409167686,0.391544738,21300.0,0.450206647,0.003192488,0.016995305,0.0,0.0,0.013615023,0.693098592,0.0,51.0,0.890217391
85-ECT0010,EHT06,11,11.0,0.0,202004,202004.0,EHT06,2.0,0.853685121,0.054680126,22.04730618,0.461774869,0.592124264,0.38487699,1.511169514,2.068692911,2.080991386,1.832303986,0.483983702,0.482021151,16778.0,0.412400864,0.0032185,0.036178329,0.0,0.0,0.016688521,0.550661581,0.0,57.0,0.796320631
85-ECT0010,EHT06,7,7.0,0.0,202005,202005.0,EHT06,2.0,0.850749741,0.053011331,21.6779661,0.432096169,0.458636778,0.494786613,0.879044684,2.030429293,1.860178052,1.615317583,0.561458547,0.576431064,14069.0,0.328175975,0.004335774,0.077830692,0.0,0.0,0.026938659,0.41637643,0.0,18.0,0.653312789
85-ECT0010,EHT06,6,6.0,0.0,202006,202006.0,EHT06,2.0,0.932744826,0.047249259,22.72842999,0.382624554,0.433185829,0.52090701,0.922206506,1.938476608,1.825064435,1.607030096,0.46227027,0.457863349,16069.0,0.347504251,0.002800423,0.084759475,0.0,0.0,0.025452735,0.546393677,0.0,17.0,0.69165488
85-ECT0010,EHT06,10,10.0,0.0,202007,202007.0,EHT06,2.0,0.893702353,0.048579124,21.91656131,0.371769421,0.502350223,0.446685834,0.917825537,2.067432726,1.87079927,1.629344009,0.572539317,0.592015237,17336.0,0.372168204,0.005191509,0.080468389,0.0,0.0,0.024342409,0.60215736,0.0,19.0,0.700379267
